eid,afid,name,domain,url,variants,match_count
10-s2.0-116508833,116508833,Inova Biotecnologia Saúde Animal Ltda,,,['Inova Biotecnologia Saúde Animal Ltda'],0
10-s2.0-116505843,116505843,B and M Consultoria Agropecuária Ltda,,,['B and M Consultoria Agropecuária Ltda'],0
10-s2.0-115023573,115023573,Ourofino Saúde Animal,,,"['Ourofino Saúde Animal', 'Ouro Fino Saúde Animal', 'Ouro Fino Química S.a', 'Ouro Fino Animal Health Company']",0
10-s2.0-118112890,118112890,FlackTek Inc.-SpeedMixer,,,"['Flacktek Inc.-speedmixer', 'Flacktek Inc']",0
10-s2.0-107111698,107111698,State University of Amazonas,,,"['State University Of Amazonas', 'University Of Amazonas State']",0
10-s2.0-116464394,116464394,Walter Cantídio Universitary Hospital,,,"['Walter Cantídio Universitary Hospital', 'Walter Cantídio Teaching Hospital', 'Walter Cantidio University Hospital']",0
10-s2.0-117845434,117845434,Dr. José Frota Hospital Institute,,,['Dr. José Frota Hospital Institute'],0
10-s2.0-106756571,106756571,Dental Materials,,,"['Dental Materials', 'Dental Materials Division']",0
10-s2.0-117670346,117670346,Laboratory of Microbiology and Immunology,,,"['Microbiology And Immunology Laboratory', 'Laboratory Of Microbiology And Immunology']",0
10-s2.0-109656730,109656730,Coordinator,,,"['Coordinator', 'Project Coordinator', 'National Coordinator']",0
10-s2.0-105831949,105831949,School of Public Health,,,[],0
10-s2.0-113188116,113188116,Instituto Nacional de Ciencias Odontologicas,,,"['Instituto Nacional De Ciencias Odontologicas', 'Instituto De Ciências Odontológicas']",0
10-s2.0-122300662,122300662,Cidade Universitária,,,['Cidade Universitária'],0
10-s2.0-117004729,117004729,Vidarvore Association,,,[],0
10-s2.0-112693012,112693012,Brazilian Dental Association (ABO),,,"['Brazilian Dental Association (abo)', 'Eap - Brazilian Dental Association', 'Brazilian Dental Association']",0
10-s2.0-116240452,116240452,Clinical Practice,,,['Clinical Practice'],0
10-s2.0-117972346,117972346,Centro de Diagnóstico de Halitose – Halicenter,,,['Centro De Diagnóstico De Halitose – Halicenter'],0
10-s2.0-106602581,106602581,University of Guarulhos,,,"['University Of Guarulhos', 'University Guarulhos', 'The University Guarulhos', 'Universidade Guarulho', 'Health Secretary Of Guarulhos']",0
10-s2.0-100580595,100580595,Universidade do Grande Rio (Unigranrio),,,"['Universidade Do Grande Rio (unigranrio)', 'Universidade Do Grande Rio - Unigranrio', 'Universidade Do Grande Rio', 'Unigranrio-universidade Grande Rio', 'Unigranrio - Universidade Do Grande Rio', 'Universidade Do Grande Rio-unigranrio', 'Universidade Do Grande Rio — Unigranrio', 'Unigranrio - Universidade Grande Rio', 'Universidade Grande Rio - Unigranrio', 'Universidade Do Grande Rio-afya (unigranrio-afya)']",0
10-s2.0-100870102,100870102,Brazilian Red Cross Hospital,,,[],0
10-s2.0-112891764,112891764,Universidade Estadual of Ponta Grossa,,,[],0
10-s2.0-116422645,116422645,Tucunduva Clinic,,,['Tucunduva Clinic'],0
10-s2.0-114062143,114062143,Private practice,,,[],0
10-s2.0-105492559,105492559,Brazilian Dental Association,,,['Brazilian Dental Association'],0
10-s2.0-117637204,117637204,Boston,,,['Boston'],0
10-s2.0-117572732,117572732,Agudos Faculty,,,['Agudos Faculty'],0
10-s2.0-112576097,112576097,Centro de Referência e Treinamento em DST e Aids do Estado de São Paulo,,,"['Centro De Referência E Treinamento Em Dst/aids', 'Centro De Referencia E Treinamento Em Dst/aids', 'Centro De Referêncida E Treinamento Em Dst-aids', 'Centro De Referência E Treinamento Em Dst-aids', 'Centro De Referência E Treinamento Em Dst E Aids Do Estado De São Paulo', 'Centro De Referência E Treinamento Dst/aids - São Paulo (crt-dst/aids)']",0
10-s2.0-117572813,117572813,Private Dentist,,,['Private Dentist'],0
10-s2.0-117547375,117547375,Oral Medicine Service,,,['Oral Medicine Service'],0
10-s2.0-100495688,100495688,Faculty of Medicine of Petrópolis-FASE,,,"['Faculty Of Medicine Of Petrópolis-fase', 'University Of Medicine Of Petropolis', 'Petrópolis School Of Medicine', 'Petrópolis Faculty Of Medicine', 'Petropolis School Of Medicine', 'Petropolis Faculty Of Medicine', 'Faculty Of Medicine Of Petrópolis', 'Faculty Of Medicine Of Petropolis']",0
10-s2.0-117615051,117615051,Harber Dental Office,,,['Harber Dental Office'],0
10-s2.0-123068443,123068443,Faculdade da Odontologia de Minas Gerais,,,['Faculdade Da Odontologia De Minas Gerais'],0
10-s2.0-116206352,116206352,Bauru School of Dentristy,,,['Bauru School Of Dentristy'],0
10-s2.0-113158006,113158006,Private Practice,,,"['Private Practice', 'Private Practice Otolaryngologist']",0
10-s2.0-117671555,117671555,Dr. Jayme Santos State Hospital (Hospital Estadual Dr. Jayme Santos),,,['Dr. Jayme Santos State Hospital (hospital Estadual Dr. Jayme Santos)'],0
10-s2.0-107064521,107064521,University Center of Maceió,,,[],0
10-s2.0-107173709,107173709,Centro de Tecnologia da Informação Renato Archer,,,"['Centro De Tecnologia Da Informação Renato Archer', 'Centro De Tecnologia Da Informacao Renato Archer']",0
10-s2.0-119642777,119642777,Dental Science Post Graduate Program,,,['Dental Science Post Graduate Program'],0
10-s2.0-116607662,116607662,University Center of Hermínio Ometto Foundation,,,[],0
10-s2.0-114131818,114131818,Instituto Latino Americano de Pesquisa e Ensino Odontológico (ILAPEO),,,"['Instituto Latino Americano de Pesquisa e Ensino Odontológico-ILAPEO', 'Instituto Latino Americano de Pesquisa e Ensino Odontológico (ILAPEO)']",0
10-s2.0-117849002,117849002,Facid Devry,,,"['Facid-devry', 'Facid Devry']",0
10-s2.0-117733139,117733139,Instituto Odontológico de Cirurgia e Prótese (IOCP),,,['Instituto Odontológico de Cirurgia e Prótese (IOCP)'],0
10-s2.0-109028618,109028618,Christian Life University Foundation,,,['Christian Life University Foundation'],0
10-s2.0-117493422,117493422,Center for Therapeutic Innovation - Suelly Galdino (NUPIT-SG),,,[],0
10-s2.0-101625999,101625999,Medical School of Bahia,,,[],0
10-s2.0-117066218,117066218,Pernambuco Health College,,,[],0
10-s2.0-116607351,116607351,Northeast Independent School,,,['Northeast Independent School'],0
10-s2.0-112771778,112771778,University Center of João Pessoa,,,['University Center Of João Pessoa'],0
10-s2.0-126148245,126148245,University Centre of Hermínio Ometto Foundation,,,[],0
10-s2.0-112940170,112940170,Private practice,,,['Private Practice'],0
10-s2.0-121231666,121231666,Private practice,,,['Private Practice'],0
10-s2.0-117687131,117687131,Adjunct Professor,,,['Adjunct Professor'],0
10-s2.0-107302728,107302728,Faculty of Odontology of Piracicaba,,,"['Faculty Of Odontology Of Piracicaba', 'Oral Pathology Faculty Of Odontology Of Piracicaba']",0
10-s2.0-117184321,117184321,DFL Ind. e Com. SA,,,['Dfl Ind. E Com. Sa'],0
10-s2.0-116755557,116755557,University of Chapecó,,,['University Of Chapecó'],0
10-s2.0-122308967,122308967,Brazilian Dental Association,,,"['Brazilian Dental Association', 'Brazilian Alzheimer’s Association']",0
10-s2.0-117560336,117560336,Paulista Association of Dentistry,,,['Paulista Association of Dentistry'],0
10-s2.0-117120669,117120669,Rua Bento Albuquerque,,,['Rua Bento Albuquerque'],0
10-s2.0-118007393,118007393,Brazilian Dental Association,,,['Brazilian Dental Association'],0
10-s2.0-106776577,106776577,Restauração Hospital,,,"['Restauração Hospital', 'Restauracao Hospital', 'Restauraçâo Hospital', 'Restauracao Hospital (hr', 'Hospital Of Restauração']",0
10-s2.0-116573934,116573934,Professor,,,['Professor'],0
10-s2.0-100398244,100398244,School of Dentistry,,,"['School Of Dentistry', 'School Of Dentistry And Pharmacy', 'Sch. Dent. Pharm.', 'Faculty Of Dentistry']",0
10-s2.0-100761335,100761335,University of Planalto Catarinense,,,[],0
10-s2.0-126446173,126446173,Institute of Integral Medicine Professor Fernando Figueira,,,"['Institute Of Integral Medicine Professor Fernando Figueira', 'Professor Fernando Figueira Institute Of Integral Medicine', 'Prof. Fernando Figueira Institute Of Integrative Medicine', 'Prof. Fernando Figueira Institute Of Integral Medicine', 'Instituteof Integrative Medicine Prof. Fernando Figueira', 'Institute Of Integral Medicine Professor Fernando Figueira. Rua Dos Coelhos', 'Hospital Dentistry Center-hospital Professor Fernando Figueira Institute Of Integrative Medicine']",0
10-s2.0-116582681,116582681,School of Dentistry. Imperatriz Faculty (FACIMP),,,['School of Dentistry. Imperatriz Faculty (FACIMP)'],0
10-s2.0-116614446,116614446,Electrical System,,,['Electrical System'],0
10-s2.0-117400879,117400879,Education Institute of Parnaiba Valley,,,['Education Institute of Parnaiba Valley'],0
10-s2.0-116612324,116612324,Professor,,,['Professor'],0
10-s2.0-117025804,117025804,Centro de Estudos Odontológicos Meridional,,,"['Centro De Estudos Odontológicos Meridional (ceom)', 'Centro De Estudos Odontológicos Meridional-ceom', 'Centro De Estudos Odontológicos Meridional - Ceom', 'Centro De Estudos Odontológicos Meridional']",0
10-s2.0-109298619,109298619,Fundação Para Reabilitação das Deformidades Cranio Faciais (FUNDEF),,,"['Fundação Para Reabilitação Das Deformidades Crânio-faciais (fundef)', 'Fundação Para Reabilitação Das Deformidades Cranio Faciais (fundef)', 'Fundação Para Reabilitação Das Deformidades Crânio-faciais-fundef', 'Fundação Para Reabilitação Das Deformidades Crânio-faciais', 'Fundação Para Reabilitação Das Deformidades Crânio- Faciais (fundef)']",0
10-s2.0-115640506,115640506,Universidade de Araras,,,"['Universidade De Araras (uniararas)', 'Universidade De Araras']",0
10-s2.0-109520578,109520578,University of Guarulhos,,,['University of Guarulhos'],0
10-s2.0-112689735,112689735,APCD,,,"['Apcd', 'Regional Apcd']",0
10-s2.0-117480239,117480239,Doctoral student,,,['Doctoral Student'],0
10-s2.0-106020355,106020355,Hospital Estadual de Bauru,,,[],0
10-s2.0-116612310,116612310,Assistant Professor,,,"['Assistant Professor', 'Assistant', 'Professor']",0
10-s2.0-126696332,126696332,Private practice,,,['Private Practice'],0
10-s2.0-119662914,119662914,Faculdade de Ciências,,,['Faculdade De Ciências'],0
10-s2.0-112966000,112966000,São Lucas College,,,[],0
10-s2.0-108088284,108088284,University Center of the Triângulo,,,"['University Center Of Triângulo', 'University Center Of Triangulo', 'University Center Of The Triângulo', 'Triângulo University Center School Of Physiotherapy']",0
10-s2.0-117556623,117556623,Madre Rita St. 850,,,['Madre Rita St. 850'],0
10-s2.0-116727946,116727946,School of Medicine/UNINASSAU,,,"['Uninassau Dental School', 'School Of Medicine/uninassau', 'Dental School']",0
10-s2.0-120638916,120638916,Doctor Leão Sampaio University Center (UNILEÃO),,,"['Unileão-university Center', 'Unileaõ University Center', 'Doctor Leão Sampaio University Center (unileão)', 'Doctor Leão Sampaio University Center']",0
10-s2.0-109453917,109453917,University of Piracicaba,,,"['University Of Piracicaba', 'Municipal University Of Piracicaba', 'State University Of Piracicaba']",0
10-s2.0-116578003,116578003,Advanced Education Program in Endodontics,,,['Advanced Education Program in Endodontics'],0
10-s2.0-111525224,111525224,São Leopoldo Mandic School,,,[],0
10-s2.0-116766714,116766714,Instituto e Centro de Pesquisas Odontológicas Sáo Leopoldo,,,['Instituto e Centro de Pesquisas Odontológicas Sáo Leopoldo'],0
10-s2.0-118432108,118432108,International Research Center,,,"['International Research Center', 'International Research Centre', 'International Research And Educational Center']",0
10-s2.0-113848866,113848866,AC Camargo Cancer Center,,,[],0
10-s2.0-112809850,112809850,Division of Tridimensional Technologies,,,"['Division Of Tridimensional Technologies', 'Tridimensional Technologies Division (dt3d)', 'Tridimensional Technologies Division']",0
10-s2.0-116341424,116341424,Regional Hospital of the South Wing,,,"['South Wing', 'Regional Hospital Of The South Wing']",0
10-s2.0-117044301,117044301,Departament of Restorative Dentistry,,,"['Restorative Dentistry', 'Departament Of Restorative Dentistry']",0
10-s2.0-117021627,117021627,State University of Londrin,,,['State University of Londrin'],0
10-s2.0-117021735,117021735,Polydoro Ernani of São Thiago University Hospital,,,['Polydoro Ernani of São Thiago University Hospital'],0
10-s2.0-101461524,101461524,Oral Pathology Laboratory,,,['Oral Pathology Laboratory'],0
10-s2.0-116739545,116739545,Dental College of Pernambuco Camaragibe,,,"['Dental College of Pernambuco', 'Dental College of Pernambuco Camaragibe']",0
10-s2.0-116464335,116464335,Paulista Central University Center,,,"['Paulista Central University Center', 'University Center Central Paulista', 'Paulista Central University Center (unicep)', 'University Paulista', 'Unicep - Paulista Central University Center', 'Paulista Central University Center-unicep', 'Paulista Central University Center - Unicep', 'Central University Of Paulista']",0
10-s2.0-116328402,116328402,Faculdade das Américas,,,[],0
10-s2.0-112595868,112595868,Institute of Science and Technology,,,[],0
10-s2.0-109454351,109454351,Brazilian Dental Association,,,['Brazilian Dental Association'],0
10-s2.0-116520959,116520959,Hospital of Cariacica,,,['Hospital of Cariacica'],0
10-s2.0-102043195,102043195,Hospital Santa Casa de Misericórdia de Ribeirão,,,"['Hospital Santa Casa de Misericórdia de Ribeirão', 'Santa Casa de Misericórdia Hospital']",0
10-s2.0-116541460,116541460,APCD,,,['APCD'],0
10-s2.0-117568046,117568046,Universidade de Erechim,,,['Universidade De Erechim'],0
10-s2.0-115304127,115304127,School of Medicine San Leopoldo Mandic,,,"['School Of Medicine San Leopoldo Mandic', 'Leopoldo Mandic University', 'Leopoldo Mandic Dental School', 'Faculty Of San Leopoldo Mandic', 'Faculty Of Medicine S O Leopoldo Mandic']",0
10-s2.0-106977863,106977863,Volta Redonda University Center (UniFOA),,,"['Volta Redonda University Center (unifoa)', 'University Of Volta Redonda (unifoa)', 'Volta Redonda University Centre (unifoa)', 'Volta Redonda University Center /unifoa', 'University Center Of Volta Redonda—unifoa', 'University Center Of Volta Redonda-unifoa', 'University Center Of Volta Redonda - Unifoa', 'Coordinator School Of Dentistry University Center Of Volta Redonda (unifoa)', 'Centro Universitário De Volta Redonda-unifoa', 'Center Academical Of Volta Redonda - Unifoa']",0
10-s2.0-106679914,106679914,Feira de Santana State University,,,"['Feira De Santana State University', 'Feira De Santana', 'State University Of Feria De Santana', 'Universidade Hstadual De Feira De Santana', 'Universidade Estatual De Feira De Santana', 'Univ. Feira De Santana', 'State University Od Feira De Santana', 'Physics Department At States University Of Feira De Santana']",0
10-s2.0-105932850,105932850,Fundação Municipal de Educação e Cultura de Santa Fé do Sul,,,[],0
10-s2.0-116430682,116430682,Faculdade de Odontologia,,,['Faculdade De Odontologia'],1
10-s2.0-112739965,112739965,United Universities of the North of Minas,,,"['United Universities Of The North Of Minas', 'Funorte - United Universities Of The North Of Minas']",0
10-s2.0-112696335,112696335,Medical and Dental Center of the Military Police of Rio Grande do Sul,,,[],0
10-s2.0-113459313,113459313,Centro de Atendimento Integral ao Fissurado Lábio Palatal (CAIF),,,[],0
10-s2.0-114139176,114139176,Private Practice,,,"['Private Practice', 'Private Practice In Dermatology']",0
10-s2.0-116494930,116494930,nº 30-Centro,,,['nº 30-Centro'],0
10-s2.0-126998745,126998745,Mato Grosso Cancer Hospital,,,['Mato Grosso Cancer Hospital'],0
10-s2.0-114759050,114759050,Universidade Federal de Maranhão,,,[],0
10-s2.0-117838009,117838009,Hospital M. “Dr. Arthur R. de Saboya”,,,"['Hospital M. “dr. Arthur R. De Saboya”', 'Hospital ""dr. Arthur R. De Saboya""']",0
10-s2.0-108739460,108739460,DDS,,,['DDS'],0
10-s2.0-110235423,110235423,Hermínio Ometto University,,,['Hermínio Ometto University'],0
10-s2.0-117890276,117890276,Catholic University of Brasillia,,,['Catholic University of Brasillia'],0
10-s2.0-116582111,116582111,Digital Smile Design,,,['Digital Smile Design'],0
10-s2.0-112960947,112960947,University Hospital Evangelico de Curitiba (HUEC),,,"['University Hospital Evangelico De Curitiba (huec)', 'Hospital Universitário De Curitiba - Huec', 'Hospital University Evangélico De Curitiba', 'Evangélico De Curitiba University Hospital']",0
10-s2.0-100375264,100375264,Instituto Federal do Rio de Janeiro,,,[],0
10-s2.0-117723542,117723542,Pathology Federal University,,,['Pathology Federal University'],0
10-s2.0-101785433,101785433,Departments of Radiology,,,"['Departments Of Radiology', 'Radiology Department', 'University Radiology', 'Radiology Institute', 'Radiology', 'Head Of Radiology Dept']",0
10-s2.0-117974701,117974701,Clínica Santorini,,,['Clínica Santorini'],0
10-s2.0-117974307,117974307,Consultório privado,,,['Consultório Privado'],0
10-s2.0-115926775,115926775,Ortofarma Laboratory,,,"['Ortofarma Laboratory', 'Ortofarma - Quality Control Laboratories', 'Ortofarma-quality Control Laboratories', 'Ortofarma – Quality Control Laboratories']",0
10-s2.0-107858612,107858612,Centro de Hematologia e Hemoterapia do Ceará (HEMOCE),,,[],0
10-s2.0-109577308,109577308,Hospital Universitário Onofre Lopes,,,[],0
10-s2.0-128788759,128788759,Studies Center of the Physical Fitness Research Laboratory from São Caetano do Sul,,,"['Studies Center Of The Physical Fitness Research Laboratory From São Caetano Do Sul', 'Center For Physical Fitness Laboratory Studies Of São Caetano Do Sul']",0
10-s2.0-117975025,117975025,Serviço de Verificação de bitos de Pernambuco,,,['Serviço de Verificação de bitos de Pernambuco'],0
10-s2.0-114093289,114093289,CBB - Brazilian Basketball Confederation,,,"['Brazilian Basketball Confederation', 'CBB - Brazilian Basketball Confederation']",0
10-s2.0-117693300,117693300,Estácio S.A. Private University,,,['Estácio S.A. Private University'],0
10-s2.0-117692459,117692459,Departamento de Futsal,,,['Departamento de Futsal'],0
10-s2.0-117191236,117191236,SEMEAR Fertilidade,,,[],0
10-s2.0-112549738,112549738,Central Laboratory of Clinical Analysis,,,['Central Laboratory of Clinical Analysis'],0
10-s2.0-100539680,100539680,Renal Transplant Unit,,,"['Renal Transplant Unit', 'Transplantation Unit', 'Lung Transplantation Group', 'Lung Transplantation Unit']",0
10-s2.0-101917572,101917572,Molecular Biology Laboratory,,,"['Molecular Biology Laboratory', 'Molecular Biology Section', 'Laboratory Of Molecular And Cellular Biology']",0
10-s2.0-117581708,117581708,The GREAT Group (Study Group on Physical Activity),,,['The GREAT Group (Study Group on Physical Activity)'],0
10-s2.0-127180915,127180915,Faculdade Morgana Potrich (FAMP),,,[],1
10-s2.0-118822927,118822927,Brazilian Paralympic Committee,,,[],0
10-s2.0-116578989,116578989,Demarest Advogados,,,"['Demarest Advogados', 'Advogados']",0
10-s2.0-117569838,117569838,Postgraduate Program of Rehabilitation and Functional Performance,,,"['Postgraduate Program Of Rehabilitation And Functional Performance', 'Postgraduate Program In Rehabilitation And Functional Performance']",0
10-s2.0-116250945,116250945,Center for Physical Training of the Army,,,"['Centre Of Physical Training Of The Army', 'Center Of Physical Fitness Of The Army', 'Center For Physical Training Of The Army', 'Brazilian Army Center For Physical Training', 'Army Physical Training Research Institute']",0
10-s2.0-117846177,117846177,Hospital Dr. Luiz Antônio,,,"['Hospital Dr. Luiz Antônio', 'Hospital Dr. Luiz Antonio']",0
10-s2.0-116431193,116431193,Bolsista de Produtividade em Pesquisa do CNPq - Nível 1D,,,"['Bolsista De Produtividade Em Pesquisa Do Cnpq - Nível 1d', 'Bolsista De Produtividade Em Pesquisa Do Conselho Nacional De Desenvolvimento Científico E Tecnológico (cnpq) - Nível 1d', 'Bolsista De Produtividade Em Pesquisa Do Cnpq Nível 1d']",0
10-s2.0-113501292,113501292,Instituto Oncológico,,,"['Instituto Oncológico', 'Instituto Oncológico/hospital', 'Cirurgião Instituto Oncológico']",0
10-s2.0-117545281,117545281,Laboratory of Physical Activity Neuroscience,,,"['Laboratory Of Physical Activity Neuroscience', 'Laboratory Of Physical Activity And Health Promotion']",0
10-s2.0-60100498,60100498,Farmacore Biotecnologia Ltda,,http://www.farmacore.com.br/,['Farmacore Biotecnologia Ltda'],0
10-s2.0-101636300,101636300,Olympic Center of Training and Research,,,"['Olympic Center Of Training And Research', 'Sao Paulo Training And Research Olympic Center', 'Olympic Training Center', 'Olympic Train. Res. Ctr. Of S. Paulo', 'Olympic Centre Of Training And Research', 'Olympic Center For Training And Research', 'O1ympic Center Of Training And Research', 'Judo Team Of The Olympic Center For Training And Research']",0
10-s2.0-106684613,106684613,Departments of Medicine,,,"['Departments of Medicine', 'Medicine Department']",0
10-s2.0-113089556,113089556,Regional Blood Center of Ribeirão,,,"['Regional Blood Centre Of Ribeirão', 'Regional Blood Center Of Ribeirão', 'Center Of Ribeirão', 'Center For Cell Therapy And Regional Blood Center Of Ribeirao', 'Blood Center Foundation Of Ribeirão']",0
10-s2.0-116429539,116429539,Instituto Metodista Granbery,,,['Instituto Metodista Granbery'],0
10-s2.0-116431187,116431187,FaMIdade,,,['Famidade'],0
10-s2.0-117806807,117806807,Academia da Força Aérea – AFA,,,"['Academia Da Força Aérea – Afa', 'Academia Da Força Aérea (afa)']",1
10-s2.0-113495752,113495752,IRD - Instituto de Radioproteẹao e Dosimetria,,,"['Ird - Instituto De Radioproteẹao E Dosimetria', 'Instituto De Radioprotección Y Dosimetría (ird)']",0
10-s2.0-116244450,116244450,Instituto Nacional de Educação de Surdos,,,"['Instituto Nacional De Educação De Surdos', 'Instituto Nacional De Educação De Surdos (ines)', 'Instituto Nacional De Educação De Surdos.', 'Instituto Nacional De Educação De Surdos - Núcleo De Educação Online']",1
10-s2.0-117444102,117444102,Itapiranga College,,,['Itapiranga College'],0
10-s2.0-117443950,117443950,College of Education and Culture of Vilhena,,,['College of Education and Culture of Vilhena'],0
10-s2.0-109641770,109641770,Faculdade Avantis,,,[],0
10-s2.0-121206228,121206228,Universidade Federal do Paraná (UFPR),,,['Universidade Federal Do Paraná (ufpr)'],1
10-s2.0-105171246,105171246,Hospital da Cidade,,,[],0
10-s2.0-117573715,117573715,Eletrobras Eletronuclear S.A.,,,['Eletrobras Eletronuclear S.A.'],0
10-s2.0-106564339,106564339,Centro Regional de Ciências Nucleares do Nordeste,,,"['Centro Regional De Ciências Nucleares Do Nordeste', 'Centro Regional De Ciências Nucleares-crcn', 'Centro Regional De Ciências Nucleares Do Nordeste (crcn-ne)', 'Centro Regional De Ciências Nucleares (crcn/ne)', 'Centro Regional De Ciências Nucleares (crcn/cnen)', 'Centro Regional De Ciências Nucleares']",0
10-s2.0-100865873,100865873,Academia Brasileira de Neurologia,,,"['Academia Brasileira De Neurologia', 'Academia Brasileira De Treinadores']",0
10-s2.0-117281232,117281232,Brazilian Rugby Confederation,,,[],0
10-s2.0-117280719,117280719,São José Rugby Club,,,['São José Rugby Club'],0
10-s2.0-116952766,116952766,University Augusto Mota,,,[],0
10-s2.0-107870782,107870782,Rede SARAH de Hospitais de Reabilitação,,,[],0
10-s2.0-117387802,117387802,Instituto Federal Goiano (Campus Ceres),,,"['Instituto Federal Goiano/campus Ceres', 'Instituto Federal Goiano-campus', 'Instituto Federal Goiano Ceres', 'Instituto Federal Goiano (campus Ceres)']",0
10-s2.0-116582133,116582133,Universidade Estadual do Centro Oeste,,,"['Universidade Estadual Do Centro-oeste─unicentro', 'Universidade Estadual Do Centro-oeste–unicentro', 'Universidade Estadual Do Centro-oeste (unicentro)', 'Universidade Estadual Do Centro Oeste']",1
10-s2.0-116480502,116480502,Zooma - Consumer Experience,,,['Zooma - Consumer Experience'],0
10-s2.0-107992792,107992792,CETESB,,,['Cetesb'],0
10-s2.0-106263084,106263084,Programa de Pós-Graduação em Geociências,,,"['Programa De Pós-graduação Em Geociências', 'Programa De Pós-graduação Em Ecologia', 'Programa De Pós-graduaçaõ Em Medicina']",0
10-s2.0-117494976,117494976,Pontifcal Catholic University of Minas Gerais (PUC-MG),,,['Pontifcal Catholic University of Minas Gerais (PUC-MG)'],0
10-s2.0-117277906,117277906,Therapeutic Riding Center of Military Police of the Federal District,,,['Therapeutic Riding Center of Military Police of the Federal District'],0
10-s2.0-113216926,113216926,Centro Universitário Católico Salesiano Auxilium- Unisalesiano,,,"['Centro Universitário Católico Salesiano Auxilium- Unisalesiano', 'Centro Universitário Católico Salesiano Auxilium (unisalesiano', 'Centro Universitário Católico Salesiano Auxilium']",1
10-s2.0-114674470,114674470,Sports Center for Science Integration,,,"['Nucleus of Sport Sciences Integration', 'Sports Center for Science Integration']",0
10-s2.0-117187551,117187551,Brazilian Football Confederation,,,['Brazilian Football Confederation'],0
10-s2.0-107732642,107732642,Heart Hospital,,,[],0
10-s2.0-117187065,117187065,Macaé Sports Foundation,,,['Macaé Sports Foundation'],0
10-s2.0-117187403,117187403,Higher Institutes of Education of CENSA (ISECENSA),,,['Higher Institutes Of Education Of Censa (isecensa)'],0
10-s2.0-100476165,100476165,Faculty of Physical Education,,,"['Faculty Of Physical Education', 'College Of Physical Education', 'School Of Physical Education', 'Faculty Of Physical Education (ymca)', 'Physical Education', 'Faculty Of Physical Education Of Faculdades Network', 'College Of Physical Education - Network Faculty']",0
10-s2.0-113111051,113111051,Cardiology Bahia Foundation,,,"['Bahia Foundation of Cardiology', 'Cardiology Bahia Foundation']",0
10-s2.0-113085973,113085973,University Federal of Paraná,,,"['University Federal Of Paraná', 'University Federal Of Parana', 'Federal University Of The Paraná', 'Federal University Of Technlogy-parana', 'Federal University Of Paranás', 'Federal University Of Parana–ufpr', 'Federal University Hospital Of Parana', 'Federal Of Parana University']",0
10-s2.0-101760230,101760230,Rio de Janeiro Federal Institute,,,[],0
10-s2.0-101037236,101037236,Prefeitura Municipal de Campinas,,,[],0
10-s2.0-117547940,117547940,University do Contestado,,,['University do Contestado'],0
10-s2.0-117548106,117548106,University State of Midwest,,,['University State of Midwest'],0
10-s2.0-116682146,116682146,Faculdade Sogipa de Educação Física,,,"['Faculdade Sogipa De Educação Física', 'Faculdade Sogipa De Educação Fisica']",1
10-s2.0-117477559,117477559,Secretaria de Justiça e Direitos Humanos Do Estado de Mato Grosso,,,['Secretaria de Justiça e Direitos Humanos Do Estado de Mato Grosso'],0
10-s2.0-100693008,100693008,Sociedade Brasileira de Cardiologia,,,[],0
10-s2.0-117390167,117390167,Faculdade Metropolitana,,,['Faculdade Metropolitana'],2
10-s2.0-109533142,109533142,Secretaria de Educação da Prefeitura Municipal de Paraty,,,"['Secretaria Municipal De Educação Da Prefeitura', 'Secretaria De Educação Da Prefeitura Municipal De Paraty']",0
10-s2.0-110815869,110815869,Centro Universitário Metodista do IPA,,,"['Centro Universitário Metodista Do Ipa', 'Curso De Fisioterapia Do Centro Universitário Metodista-ipa']",0
10-s2.0-117066340,117066340,Instituto Nacional de TEL ecomunicações (INATEL,,,['Instituto Nacional de TEL ecomunicações (INATEL'],0
10-s2.0-117066061,117066061,Instituto Nacional de Pesquisa Espacial (INPE,,,['Instituto Nacional de Pesquisa Espacial (INPE'],0
10-s2.0-115245965,115245965,Immunocamp Technology Research and Development LTDA São Paulo,,,"['Immunocamp Technology Research and Development LTDA', 'Immunocamp Technology Research and Development LTDA São Paulo']",0
10-s2.0-117951237,117951237,Hospital TotalCor,,,['Hospital TotalCor'],0
10-s2.0-108441940,108441940,Faculdades Integradas de Patos,,,"['Faculdades Integradas De Patos', 'Faculdades Integradas De Patos (fip)', 'Faculdade Integrada De Patos', 'Universidade Integrada De Patos', 'Undergraduate At Faculdades Integradas De Patos', 'Integradas De Patos', 'Faculdades Integradas De Patos - Fip', 'Faculdade Integradas De Patos']",1
10-s2.0-116766003,116766003,Federal University of Juiz de for A,,,[],0
10-s2.0-107907247,107907247,Centro Universitário de Sete Lagoas,,,"['Centro Universitário De Sete Lagoas', 'Centro Universitário De Sete Lagoas-unifemm', 'Centro Universitário De Sete Lagoas - Unifemm', 'Unifemm – Centro Universitário De Sete Lagoas', 'Sete Lagoas', 'Centrouniversitario De Sete Lagoas-unifemm', 'Centro Universitario De Sete Lagoas']",1
10-s2.0-116319277,116319277,Sociedade de Ginástica Porto Alegre (Sogipa),,,['Sociedade de Ginástica Porto Alegre (Sogipa)'],0
10-s2.0-101451329,101451329,Fundação Municipal de Educação Superior de Bragança Paulista,,,"['Fundação Municipal De Ensino Superior De Bragança Paulista', 'Fundação Municipal De Educação Superior De Bragança Paulista']",0
