eid,title,published date,cited by count
2-s2.0-84959495726,Exogenous citrate impairs glucose tolerance and promotes visceral adipose tissue inflammation in mice,2016-01-26,29
2-s2.0-84959463703,Dietary intake and food contributors of polyphenols in adults and elderly adults of Sao Paulo: A population-based study,2016-01-26,74
2-s2.0-84954421143,Values and DSM-5: Looking at the debate on attenuated psychosis syndrome,2016-01-20,9
2-s2.0-84958817235,"Physicochemical, nutritional, and sensory analyses of a nitrateenriched beetroot gel and its effects on plasmatic nitric oxide and blood pressure",2016-01-19,34
2-s2.0-84955146300,Probiotic soy product supplemented with isoflavones improves the lipid profile of moderately hypercholesterolemic men: A randomized controlled trial,2016-01-19,62
2-s2.0-84954378041,Application of self-organising maps towards segmentation of soybean samples by determination of inorganic compounds content,2016-01-15,17
2-s2.0-84954377790,Antioxidant effects of proanthocyanidin-rich natural extracts from grape seed and cupuassu on gastrointestinal mucosa,2016-01-15,46
2-s2.0-84952884114,Overview of the mental health system in Mozambique: Addressing the treatment gap with a task-shifting strategy in primary care,2016-01-04,57
2-s2.0-84958685643,Nutritional Risk is Associated with Chronic Musculoskeletal Pain in Community-dwelling Older Persons: The PAINEL Study,2016-01-02,16
2-s2.0-84957972830,Fish oil supplementation during chemotherapy increases posterior time to tumor progression in colorectal cancer,2016-01-02,44
2-s2.0-84957949969,Variation of resting energy expenditure after the first chemotherapy cycle in acute leukemia patients,2016-01-02,8
2-s2.0-85144308965,Exercise of Leadership by Nurse Leaders of a Class Entity from 1926 to 1974 Exercício da Liderança de 1926 a 1974 por Enfermeiras Dirigentes de uma Entidade de Classe Ejercicio del Liderazgo de 1926 a 1974 por Enfermeras Líderes de una Entidad de Clase,2016-01-01,0
2-s2.0-85144189638,Psychiatric nursing: analysis of the Manual Cuidados aos Psychopathas Enfermagem psiquiátrica: análise do Manual Cuidados aos Psychopathas Enfermería psiquiátrica: análisis del Manual de Cuidados aos Psychopathas,2016-01-01,2
2-s2.0-85122936254,Strategies adopted by parents in the schooling experience of their young and adult children with disabilities Estratégias adotadas pelos pais na vivência da escolarização de filhos adultos e crianças com deficiência Estrategias adoptadas por los padres en la escolarización de hijos adultos y niños con discapacidad,2016-01-01,1
2-s2.0-85122243161,Letter to the Editor,2016-01-01,0
2-s2.0-85118885217,"Associations between blood pressure, and mid-upper arm and waist circumferences in individuals with high blood pressure Associações entre pressão arterial, circunferências braquial e abdominal de pessoas com hipertensão arterial Asociaciones entre presión arterial y circunferencias braquial y abdominal de personas con hipertensión",2016-01-01,1
2-s2.0-85118490408,Body changes experienced by patients with chronic kidney disease undergoing hemodialysis Modificações corporais vivenciadas por pacientes com doença renal crônica em hemodiálise Modificaciones corporales experimentadas por pacientes con dolencia renal crónica en hemodiálisis,2016-01-01,1
2-s2.0-85116496555,Potential drug interactions in patients given antiretroviral therapy,2016-01-01,1
2-s2.0-85101925147,The Impact of the UNESCO International Bioethics Committee on Latin America: Respect for Cultural Diversity and Pluralism,2016-01-01,0
2-s2.0-85100593985,Nursing professional practice models: an integrative literature review Modelos de prática profissional de enfermagem: revisão integrativa da literatura Modelos de práctica profesional de enfermería: una revisión integradora de la literatura,2016-01-01,13
2-s2.0-85097994046,Contamination of alcohol preparations for hand hygiene in a pediatric intensive care unit Contaminação de preparação alcóolica para higienização das mãos em unidade de cuidados intensivos pediátricos Contaminación de preparación alcohólica para la higienización de las manos en unidad de cuidados intensivos pediátricos,2016-01-01,2
2-s2.0-85090718473,Managing nursing care delivery to cancer patients in a general hospital: a Grounded Theory Gestão do cuidado de enfermagem ao paciente oncológico num hospital geral: uma Teoria Fundamentada nos Dados Gestión del cuidado de enfermería a pacientes con cáncer en un hospital general: una Teoría Fundamentada en los Dados,2016-01-01,3
2-s2.0-85090684769,Religiosity and spirituality as resources for addressing domestic violence against the elderly A religiosidade e a espiritualidade como referências para o enfrentamento da violência doméstica contra idosos La religiosidad y la espiritualidad como referencias para el enfrentamiento de la violencia doméstica contra personas mayores,2016-01-01,2
2-s2.0-85089672406,Milestones and legal devices to combat violence against women in Brazil Marcos e dispositivos legais no combate à violência contra a mulher no Brasil Marcos y dispositivos legales para combatir la violencia contra la mujer en Brasil,2016-01-01,2
2-s2.0-85087647018,Case study in prevention,2016-01-01,0
2-s2.0-85087639317,Abstracting evidence,2016-01-01,0
2-s2.0-85085899214,International academic mobility: An education opportunity for future nurses Intercâmbio académico internacional: Uma oportunidade para a formação do futuro enfermeiro Intercambio académico internacional: una oportunidad de formación para los futuros enfermeiros,2016-01-01,4
2-s2.0-85054376516,Curcuma longa on the metabolic profile and atherogenic index of rats fed with a hyper caloric diet,2016-01-01,0
2-s2.0-85050188969,Translation and adaptation of the Phlebitis Scale for the Portuguese population Tradução e adaptação da Phlebitis Scale para a população portuguesa Traducción y adaptación de la Phlebitis Scale para la población portuguesa,2016-01-01,17
2-s2.0-85050081397,Birth care providers’ experiences and practices in a Brazilian alongside midwifery unit: An ethnographic study,2016-01-01,7
2-s2.0-85047375268,Cultural adaptation and validation of the Freiburg life quality assessment – Wound module to Brazilian Portuguese,2016-01-01,14
2-s2.0-85043636314,Sociocultural characteristics of adolescents with type 1 diabetes mellitus Características socioculturais e clínicas de adolescentes com diabetes mellitus tipo 1 Características socioculturales y clínicas de adolescentes con diabetes mellitus tipo 1,2016-01-01,2
2-s2.0-85043627624,Growth and development surveillance: Analysis of records in the child health handbook Vigilância do crescimento e desenvolvimento: Análise dos registros na caderneta de saúde da criança Vigilancia del crecimiento y desarrollo: Análisis de los registros en la tarjeta de salud del niño,2016-01-01,3
2-s2.0-85042093183,Quality of Life of people living with HIV/AIDS: a cross-sectional study,2016-01-01,2
2-s2.0-85040019908,Financial impact of nursing professionals staff required in an Intensive Care Unit Impacto financeiro do quadro de profissionais de enfermagem requerido em Unidade de Terapia Intensiva Impacto financiero de la dotación de profesionales de enfermería requerida en la unidad de cuidados intensivos,2016-01-01,6
2-s2.0-85040017559,The use of a metronome during cardiopulmonary resuscitation in the emergency room of a university hospital Uso do metrônomo durante a ressuscitação cardiopulmonar na sala de emergência de um hospital universitário Uso del metrónomo durante la resucitación cardiopulmonar en la sala de emergencia de un hospital universitário,2016-01-01,6
2-s2.0-85040016926,Microbiological evaluation of the steam sterilization of assembled laparoscopic instruments,2016-01-01,0
2-s2.0-85040016094,Quality of nursing documentation before and after the Hospital Accreditation in a university hospital Qualidade dos registros de enfermagem antes e depois da Acreditação Hospitalar em um hospital universitário Calidad de los registros de enfermería antes y después de la Acreditación Hospitalaria en un hospital universitario,2016-01-01,29
2-s2.0-85040000257,Experimental study with nursing staff related to the knowledge about pressure ulcers Estudo experimental com equipes de Enfermagem acerca do conhecimento sobre úlceras por pressão Estudio experimental con el personal de enfermería sobre el conocimiento acerca de las úlceras por presión,2016-01-01,17
2-s2.0-85039998998,Factors associated with young adults’ knowledge regarding family history of Stroke Fatores associados ao conhecimento dos adultos jovens sobre histórico familiar de Acidente Vascular Cerebral Factores asociados al conocimiento de los adultos jóvenes sobre histórico familiar de Accidente Vascular Cerebral,2016-01-01,2
2-s2.0-85039981757,Diagnosis of compliance of health care product processing in Primary Health Care,2016-01-01,0
2-s2.0-85039561831,Validation of an instrument for evaluating health care services to ostomized people,2016-01-01,1
2-s2.0-85039561806,Psychometric properties of the Attitudes Scale facing Alcohol and Alcoholism in nursing students Propriedades psicométricas da Escala de Atitudes Frente ao Álcool e ao Alcoolismo em estudantes de enfermagem Propiedades psicométricas de la escala de actitudes frente al alcohol y al alcoholismo en estudiantes de enfermería,2016-01-01,3
2-s2.0-85039561805,Stages of change of behavior in women on a multi-professional program for treatment of obesity Estágio de mudança de comportamento em mulheres de um programa multiprofissional de tratamento da obesidade Fase de cambio de comportamiento en mujeres de un programa multiprofesional de tratamiento de la obesidad,2016-01-01,7
2-s2.0-85039561803,A glance at the non-technical skills of nurses: simulation contributions Um olhar para as habilidades não técnicas do enfermeiro: contribuições da simulação Editorial Una mirada para las habilidades no técnicas del enfermero: contribuciones de la simulación,2016-01-01,5
2-s2.0-85039561760,Construction and validation of a tool to Assess the Use of Light Technologies at Intensive Care Units Construção e validação de instrumento de Avaliação do Uso de Tecnologias Leves em Unidades de Terapia Intensiva Construcción y validación de instrumento de Evaluación del Uso de Tecnologías Leves en Unidades de Terapia Intensiva,2016-01-01,10
2-s2.0-85039561742,Reliability and construct validity of the Instrument to Measure the Impact of Valve Heart Disease on the Patient’s Daily Life Confiabilidade e validade de construto do Instrumento para Mensuração do Impacto da Doença no Cotidiano do Valvopata Confiabilidad y validez de constructo de Instrumento para Medir el Impacto de la Valvulopatía en lo Cotidiano,2016-01-01,7
2-s2.0-85039561697,Music listening for anxiety relief in children in the preoperative period: A randomized clinical trial,2016-01-01,29
2-s2.0-85039561614,"Home Delivery Medicament Program: Access, inactivity and cardiovascular risk",2016-01-01,0
2-s2.0-85039561609,Computer and laboratory simulation in the teaching of neonatal nursing: Innovation and impact on learning1,2016-01-01,30
2-s2.0-85039561588,Challenges for sustainability of the open access model: Brazilian health journals Desafios da sustentabilidade do modelo de acesso aberto: periódicos em saúde do Brasil Desafíos de la sostenibilidad del modelo de acceso abierto: revistas en salud de Brasil,2016-01-01,4
2-s2.0-85039561525,Measurement of the area of venous ulcers using two software programs,2016-01-01,6
2-s2.0-85031917441,Profile of leprosy patients at a reference center in a Brazilian state Perfil dos portadores de hanseníase de um centro de referência de um estado Brasileiro Perfil de los portadores de lepra de un centro de referencia de un estado Brasileño,2016-01-01,3
2-s2.0-85031507667,Night work and its meanings for intensive care unit nursing Trabalho noturno e seus significados para enfermagem de unidade de cuidados intensivos Trabajo nocturno y sus significados para el equipo de enfermería de unidade de cuidados intensivos,2016-01-01,4
2-s2.0-85031504461,The care network and sanitary conditions of family health units: Is there any relationship? Rede de atenção e condições sanitárias das unidades de saúde da família: Há alguma relação? Red de atención y condiciones sanitarias de las unidades de salud de la familia: ¿hay alguna relación?,2016-01-01,1
2-s2.0-85031501525,Costs of chronic patient management program in a healthcare provider organization Custos do Programa de Gerenciamento de Doentes Crônicos de uma operadora de saúde Los costos del Programa de Gestión de Pacientes Crónicos en una opertadora de salud,2016-01-01,0
2-s2.0-85031501388,The working conditions and the lifeworld of bus drivers: Phenomenological study As condições de trabalho e o mundo da vida de motoristas de ônibus: Estudo fenomenológico Las condiciones de trabajo y el mundo de la vida de conductores de autobús: Estudio fenomenológico,2016-01-01,2
2-s2.0-85031499120,Language development: Nurses’ approach in child care consultations Desenvolvimento da linguagem: Abordagem de enfermeiros nas consultas de puericultura Desarrollo del lenguaje: Enfoque de los enfermeros en las consultas de puericultura,2016-01-01,0
2-s2.0-85031498878,Invasive procedures in midwifery care from a gender perspective Procedimentos invasivos no cuidado à parturiente sob a perspectiva de gênero Procedimientos invasivos en el cuidado a la parturiente en la perspectiva de género,2016-01-01,4
2-s2.0-85031497968,Sexually transmitted infections and the experiences of women in situations of imprisonment Infecções sexualmente transmissíveis e as vivências de mulheres em situação de reclusão Infecciones de transmisión sexual y las experiencias de las mujeres en situación de aislamiento,2016-01-01,7
2-s2.0-85031048091,Evaluation of the care program implementation to people with high blood pressure,2016-01-01,3
2-s2.0-85031038822,Coping strategies for oncology nurses in high complexity,2016-01-01,14
2-s2.0-85031027992,Quality of life and accession to the pharmacological treatment among elderly hypertensive,2016-01-01,6
2-s2.0-85031026983,Hospitalizations sensitive to primary health care at a regional hospital in the Federal District,2016-01-01,7
2-s2.0-85031018544,Meleis' Nursing Theories Evaluation: integrative review,2016-01-01,17
2-s2.0-85031006681,Exposure and sun protection practices of university students,2016-01-01,12
2-s2.0-85031000905,Evaluating child care in the Family Health Strategy,2016-01-01,14
2-s2.0-85031000597,Significations of being the caregiver of the companion with cancer: an existential look,2016-01-01,3
2-s2.0-85031000573,Health indicators of workers of the hospital area,2016-01-01,18
2-s2.0-85030999797,Profile of patients with brain tumors and the role of nursing care,2016-01-01,7
2-s2.0-85030992657,"Defining characteristics of the nursing diagnosis ""ineffective airway clearance""",2016-01-01,10
2-s2.0-85030988020,Assessment of the risk of pressure ulcer development among hospitalized HIV/Aids patients,2016-01-01,1
2-s2.0-85030987321,"Nursing education: training evaluation by graduates, employers and teachers",2016-01-01,12
2-s2.0-85028990212,Children with special health needs and family: implications for Nursing,2016-01-01,12
2-s2.0-85028362843,Low-risk antenatal care: Family health strategy nurses’ attitudes Atenção ao pré-natal de baixo risco: Atitudes dos enfermeiros da estratégia saúde da família Atención al prenatal de bajo riesgo: Actitudes de enfermeras de la estrategia de la salud de la familia,2016-01-01,1
2-s2.0-85028361666,Female nursing officers in the navy: From entry into the military to first promotion Oficiais enfermeiras da marinha: Da inserção no campo militar á conquista da primeira promoção Oficiales enfermeras de marina: De la inserción en el campo militar a la conquista de la primera promoción,2016-01-01,0
2-s2.0-85028359418,Comprehensive men’s health care policy: Challenges for nursing Políticas públicas de atenção integral a saúde do homem: Desafios para a enfermagem Políticas públicas de atención integral a la salud del hombre: Retos para la enfermería,2016-01-01,3
2-s2.0-85028353659,Personalized therapy plan: Reflections for nursing in public health Projeto terapêutico singular: Reflexões para a enfermagem em saúde coletiva Proyecto terapéutico singular: Reflexiones para la enfermería en salud colectiva,2016-01-01,3
2-s2.0-85028352917,Schoolchildren’s eye health: Nurses’ role Saúde ocular de escolares: Atuação de enfermeiros Salud ocular de estudiantes: Actuación de las enfermeras,2016-01-01,2
2-s2.0-85028350619,Discourse analysis in nursing research on child and adolescent’s health Análise de discurso nas pesquisas de enfermagem na saúde da criança e do adolescente Análisis de discurso en las investigaciones de enfermería en la salud del niño y del adolescente,2016-01-01,2
2-s2.0-85028337375,Men’s social representations of being a man and their implications for HIV/AIDS Representações sociais de homens sobre o ser homem e suas implicações para o HIV/AIDS Representaciones sociales de los hombres acerca de ser hombre y sus implicaciones para el VIH/SIDA,2016-01-01,0
2-s2.0-85028331636,Prevalence of adverse events in a hemodialysis unit Prevalĕncia de eventos adversos em uma unidade de hemodiálise Prevalencia de eventos adversos en una unidad de hemodiálisis,2016-01-01,12
2-s2.0-85028331485,Sexual knowledge and practices among HIV-positive pregnant women treated at a university hospital Conhecimento e prática sexual de gestantes HIV positivas atendidas em hospital universitário Conocimiento y práctica sexual de mujeres embarazadas VIH positivas atendidas en hospital universitario,2016-01-01,3
2-s2.0-85028322704,Socio-demographic and clinical characteristics of patients with immunobullous dermatoses Características sociodemográficas e clínicas de clientes com dermatoses imunobolhosas Características sociodemográficas y clínicas de pacientes con dermatosis inmunoampollosas,2016-01-01,0
2-s2.0-85028299283,Characteristics of benzodiazepine use and dependence: Primary health care Características do uso e da dependência de benzodiazepínicos entre usuários: Atenção primária à saúde Características del uso y la dependencia de las benzodiacepinas: La atención primaria de salud,2016-01-01,3
2-s2.0-85028263260,Outpatient Clinic for Health Education: Contribution to Self-Management and Self-Care for People With Heart Failure,2016-01-01,10
2-s2.0-85028244583,The gap between training and practice of prescribing of drugs by nurses in the primary health care: A case study in Brazil,2016-01-01,6
2-s2.0-85028240552,Effects of aerobic exercise performed in fasted v. fed state on fat and carbohydrate metabolism in adults: A systematic review and meta-analysis,2016-01-01,96
2-s2.0-85021705705,Stigma: The perspective of workers on community mental health services— Brazil,2016-01-01,15
2-s2.0-85019765220,Occupational accidents involving community health agents Acidentes de trabalho com agentes comunitários de saúde Accidentes de trabajo con agentes comunitarios de salud,2016-01-01,1
2-s2.0-85019763058,First comprehensive health week: Actions of healthcare professionals in mother-and-child home visits Primeira semana saúde integral: Ações dos profissionais de saúde na visita domiciliar ao binômio mãe-bebê Primera semana salud integral: Acciones de los profesionales de la salud en la visita domiciliaria al binomio madre-bebé,2016-01-01,3
2-s2.0-85019759620,Precaution and prevention of accidents in childhood: Perspective of adolescent mothers O cuidado e a prevenção de acidentes na infância: Perspectiva de mães adolescentes El cuidado y la prevención de accidentes en la infancia: Perspectiva de las madres adolescentes,2016-01-01,0
2-s2.0-85019747215,Hospital nursing: The dialectics of adapting and improvising in practice O trabalho hospitalar da enfermagem: Dialética presente na prática de adaptar e improvisar El trabajo de enfermería en el hospital: Dialéctica presente en la práctica de adaptar e improvisar,2016-01-01,2
2-s2.0-85019740752,Conceptions and challenges in the systematization of nursing care Compreensões e desafios acerca da sistematização da assistência de enfermagem Comprensiones y retos acerca de la sistematización de la atención de enfermería,2016-01-01,4
2-s2.0-85019719031,Process of constructing an album on regional food Processo de construção de um álbum seriado sobre alimentos regionais El proceso de construcción de un rotafolio acerca de los alimentos regionales,2016-01-01,2
2-s2.0-85019708772,Political pedagogical project and critical thinking-based education: Facilitators and hindrances Projeto político-pedagógico e formação crítico-reflexiva: Elementos facilitadores e dificultadores Proyecto político pedagógico y educación crítica-reflexiva: Elementos facilitadores y dificultadores,2016-01-01,2
2-s2.0-85019708676,Episiotomy: Feelings experienced by mothers Episiotomia: Sentimentos vivenciados pelas puérperas Episiotomía: Sentimientos experimentados por las puérperas,2016-01-01,2
2-s2.0-85019708640,Comparing the quality of life of institutionalized and non-institutionalized older adults Comparando a qualidade de vida de idosos institucionalizados e não-institucionalizados Comparación de la calidad de vida de ancianos institucionalizados y no-institucionalizados,2016-01-01,1
2-s2.0-85019708107,Quality of life and factors associated with the health of elderly diabetics Qualidade de vida e fatores associados à saúde de idosos diabéticos Calidad de vida y factores asociados a la salud de los ancianos diabéticos,2016-01-01,7
2-s2.0-85019703551,Ideological constructions in nursing education practices with adolescents Construções ideológicas em práticas educativas de enfermagem com adolescentes Construcciones ideológicas en prácticas educativas de enfermería con adolescentes,2016-01-01,0
2-s2.0-85019696220,Women’s feelings on the occurrence of induced abortion Sentimentos de mulheres diante da concretização do aborto provocado Sentimientos de mujeres ante el aborto inducido,2016-01-01,1
2-s2.0-85019691249,Integrating transitions theory and grounded theory for nursing research and care Integrando a teoria das transições e a teoria fundamentada nos dados para pesquisa/cuidado de enfermagem Integrando la teoría de las transiciones y la teoría fundamentada en los datos para la investigación y el cuidado de enfermería,2016-01-01,3
2-s2.0-85019684817,In-person and telephone monitoring of symptoms in women with breast cancer undergoing chemotherapy Acompanhamento presencial e telefônico dos sintomas em mulheres com câncer de mama submetidas à quimioterapia Seguimiento presencial y telefónico de los síntomas de mujeres con cáncer de mama sometidas a quimioterapia,2016-01-01,4
2-s2.0-85019676088,Empowerment of female adolescents at shelters: Sexual health in terms of the theoretical model of nola pender Empoderamento de adolescentes femininas abrigadas: Saúde sexual na perspectiva do modelo teórico de nola pender Empoderamiento de mujeres adolescentes en situación de acogida: Salud sexual en la perspectiva del modelo teórico de nola Pender,2016-01-01,1
2-s2.0-85019673053,Urban violence and effect on care practices in family health strategy territories Violência urbana e repercussão nas práticas de cuidado no território da saúde da família La violencia urbana y la repercusión en las prácticas de atención en el territorio de la salud de la familia,2016-01-01,6
2-s2.0-85019659936,Treatment as a reason to prevent relapse of alcoholism O tratamento como motivo para prevenção da recaída do alcoolismo El tratamiento como una razón para la prevención de recaídas del alcoholism,2016-01-01,0
2-s2.0-85019659885,Interpersonal relations among nursing staff: Fragilities and strengths Relacionamento interpessoal da equipe de enfermagem: Fragilidades e fortalezas Relación interpersonal del equipo de enfermería: Debilidades y fortalezas,2016-01-01,11
2-s2.0-85019659807,Experiences of older people and health care professionals relating to the family health strategy Experiências dos idosos e profissionais da saúde relacionadas ao cuidado pela estratégia saúde da família Experiencias de ancianos y profesionales de la salud relacionadas con el cuidado por la estrategia de salud de la familia,2016-01-01,4
2-s2.0-85019653276,Research topics of the study group on occupational health of nursing and health personnel Temáticas investigadas pelo grupo de estudos sobre a saúde do trabalhador de enfermagem e saúde Temáticas investigadas por el grupo de estudios sobre la salud del trabajador de enfermería y salud,2016-01-01,1
2-s2.0-85019143260,Empirical evaluation of international health system data interoperability: Mapping the Wanda Horta theory to the Omaha System ontology,2016-01-01,5
2-s2.0-85017283250,"Continuing health education, quality of health and healthy aging in school: An exploratory research",2016-01-01,0
2-s2.0-85017282894,Sociodemographic and clinical profile of maternal and child clientele: A descriptive study,2016-01-01,0
2-s2.0-85017277363,Completeness and compliance of the infant mortality surveillance tools: A cross-sectional study,2016-01-01,1
2-s2.0-85017271403,Education nucleus in urgency in the logic of continuing education: An action research,2016-01-01,0
2-s2.0-85017268400,Information management and nursing records in primary care: A descriptive study,2016-01-01,0
2-s2.0-85017267071,"The health care needs of physically, hearing or visually impaired people: A methodological study",2016-01-01,0
2-s2.0-85017263462,Nursing and the individual in a haemodialysis onset: A phenomenological study,2016-01-01,0
2-s2.0-85017262928,Access of children in chronic condition to primary care: A descriptive exploratory study,2016-01-01,0
2-s2.0-85017261933,Stress and burnout syndrome in hospital nurses: A descriptive study,2016-01-01,0
2-s2.0-85017260730,Cornea transplantation in Rio Grande do Norte: Epidemiological and clinical aspects,2016-01-01,2
2-s2.0-85017257639,Analysis of predictive factors for syphilis vertical transmission: A crosssectional study,2016-01-01,0
2-s2.0-85017255908,Common mental disorders in rural workers who use pesticides: A crosssectional study,2016-01-01,1
2-s2.0-85017254281,Care network for alcohol and drug users: A descriptive research,2016-01-01,0
2-s2.0-85017254034,Care rituals operated by families during the gestational process: An ethnographic study,2016-01-01,0
2-s2.0-85017251337,Practical applications of sociopoetics in health care: A contemporary vision,2016-01-01,1
2-s2.0-85017246391,Existential perception of people living with chronic venous ulcers: A phenomenological study,2016-01-01,0
2-s2.0-85017228912,Ongoing health education and standard operating procedure: A convergent care research,2016-01-01,1
2-s2.0-85017221811,Stillbirths preventable by interventions of the Unified Health System: A cross-sectional study,2016-01-01,1
2-s2.0-85017220983,Humanization of prenatal care from the point of view of pregnant women: A descriptive study,2016-01-01,0
2-s2.0-85017217153,Evaluation of the hanseniasis control program: A study by triangulation of methods,2016-01-01,0
2-s2.0-85017216743,The continuity of care of children and adolescents with myelomeningocele: A descriptive study,2016-01-01,0
2-s2.0-85017215672,Suicidal ideation among transvestites and transsexuals: A social representations and analytical study,2016-01-01,0
2-s2.0-85017214397,Action research about prenatal nursing consultations for pregnant adolescents: An intervention in education,2016-01-01,0
2-s2.0-85017213803,Nursing care dependency of the hospitalized elderly: A cross sectional study,2016-01-01,0
2-s2.0-85017212765,Teaching methodologies in multiprofessional residency preceptory: A descriptive-exploratory study,2016-01-01,0
2-s2.0-85017211156,PET-Health as a lifelong learning device: A descriptive study,2016-01-01,0
2-s2.0-85017202309,The viewpoint of nursing professors on the teaching of management competencies: A descriptive study,2016-01-01,0
2-s2.0-85017201867,Quality of life and sexual function after cervical cancer: A crosssectional study,2016-01-01,0
2-s2.0-85017200066,Algorithm for bed bath in acute myocardial infarction: A methodological study Algoritmo para baño en el lecho en el infarto agudo del miocardio: Estudio metodológico,2016-01-01,0
2-s2.0-85017198570,Quality of life among disabled retired public employees: An epidemiological study,2016-01-01,0
2-s2.0-85016647658,Giving bad news in the context of cancer care: Integrative literature review Comunicação de notícias difíceis no contexto do cuidado em oncologia: Revisão integrativa de literatura La comunicación de malas noticias en el contexto del cuidado en oncología: Revisión integrativa de la literatura,2016-01-01,4
2-s2.0-85016642371,Mapping of medication errors at a university hospital Mapeamento dos erros de medicação em um hospital universitário Asignación de errores de medicación en un hospital universitario,2016-01-01,8
2-s2.0-85016635244,Women’s quality of life after breast cancer surgery Qualidade de vida de mulheres submetidas à cirurgia oncológica de mama Calidad de vida de mujeres sometidas a cirugía oncológica de mama,2016-01-01,3
2-s2.0-85016627958,Diagnostic study of primary health care products processing structure Diagnóstico de estrutura para processamento de produtos para saúde na atenção primária Diagnóstico de estructura del procesamiento de equipos no desechables en atención primaria,2016-01-01,0
2-s2.0-85016625262,Learning environment: The school area of professional education in nursing technicians Ambiente de aprendizagem: O espaço escolar da educação profissional técnica de nível médio em enfermagem Ambiente de aprendizaje: El entorno escolar en la educación profesional técnica en enfermería,2016-01-01,0
2-s2.0-85016615770,Elderly men living in rural areas: Quality of life-related aspects Homens idosos residentes na zona rural: Aspectos relacionados à qualidade de vida Hombres mayores que viven en la zona rural: Aspectos relacionados con la calidad de vida,2016-01-01,1
2-s2.0-85016610686,Applying precaution and prevention in the workplace A aplicação da precaução e da prevenção no ambiente de trabalho La aplicación de la precaución y prevención en el lugar de trabajo,2016-01-01,2
2-s2.0-85016590090,A protocol for hospital discharge of premature babies: Input to building a proposal Protocolo para a alta de bebê pré-termo: Subsídios para a construção de uma proposta Protocolo para el alta de bebé pretérmino: Contribuciones para la construcción de una propuesta,2016-01-01,1
2-s2.0-85016586792,"Nursing diagnoses of impaired urinary elimination in hospitalized, post-operative elderly: A cross-sectional study Diagnóstico de enfermagem eliminação urinária prejudicada em idosos no pós-operatório: Um estudo transversal Diagnóstico de enfermería eliminación urinaria alterada en mayor en postoperatorio: Un estudio transversal",2016-01-01,3
2-s2.0-85016581217,Health promotion from the perspective of primary health care nurses Promoção da saúde na perspectiva de enfermeiros de atenção básica Promoción de la salud en la perspectiva de enfermeros de atención primaria de salud,2016-01-01,7
2-s2.0-85016577517,Cardiovascular and pulmonary changes in patients undergoing hemodialysis Alterações cardiovasculares e pulmonares em pacientes submetidos à hemodiálise Alteraciones cardiovasculares y pulmonares en pacientes sometidos a hemodiálisis,2016-01-01,0
2-s2.0-85016576309,"Nurse managers at a teaching hospital: Training, responsibilities and challenges Enfermeiros gerentes de um hospital de ensino: Formação profissional, responsabilidades e desafios Gerente de enfermería de un hospital universitario: Capacitación, responsabilidades y retos",2016-01-01,8
2-s2.0-85016567474,Representation of the domestic violence against women between health professionals: Age as an attribute of differentiation Representação da violência doméstica contra mulheres entre profissionais de saúde: Idade como atributo de diferenciação Representación de la violencia doméstica contra las mujeres entre los profesionales de la salud: La edad como un atributo de diferenciación,2016-01-01,5
2-s2.0-85016564351,Teenage drug users’ care needs according to their relatives Necessidades de cuidados de adolescentes usuários de drogas segundo seus familiares Necesidades de atención de adolescentes consumidores de drogas de acuerdo con sus familias,2016-01-01,0
2-s2.0-85016559295,Hepatitis B in nursing professionals: Prevalence and occupational risk factors Hepatite B em profissionais de enfermagem: Prevalência e fatores ocupacionais de risco Hepatitis B en professionales de enfermería: Prevalencia y factores de riesgo ocupacional,2016-01-01,2
2-s2.0-85016558514,Quality of life from the perspective of older adults with cancer: Primary care nursing implications Qualidade de vida na perspectiva de idosos com câncer: Implicações para enfermagem na atenção básica Calidad de vida en la perspectiva de los pacientes ancianos con câncer: Implicaciones para la enfermería en la atención primaria,2016-01-01,2
2-s2.0-85016557750,Nurses’ attitudes to hospitalized older adults Atitudes de enfermeiros em relação à pessoa idosa hospitalizada Actitudes de enfermeras en relación con ancianos hospitalizados,2016-01-01,3
2-s2.0-85016557731,Characterization of medication prescription by nurses in primary health care protocols Caracterização da prescrição de medicamentos por enfermeiros nos protocolos de Atenção Primária à Saúde Caracterización de los medicamentos recetados por los enfermeros en los protocolos de Atención Primaria de Salud,2016-01-01,1
2-s2.0-85016555705,Tuberculosis among the elderly: Health care system gateway and late diagnosis Tuberculose em pessoas idosas: Porta de entrada do sistema de saúde e o diagnóstico tardio Tuberculosis en personas ancianas: Puerta de entrada del sistema de salud y el diagnóstico tardío,2016-01-01,3
2-s2.0-85016550124,Diagnosis disclosure to children and adolescents living with HIV/AIDS: Implications for the family caregiver Diagnóstico revelado à criança e ao adolescente com HIV/AIDS: Implicações para o familiar/cuidador Revelación del diagnóstico al niño y adolescente con HIV/SIDA: Implicaciones para el cuidador familiar,2016-01-01,3
2-s2.0-85016088221,Factors associated with problematic drug use among psychiatric outpatients Fatores associados ao consumo problemático de drogas entre pacientes psiquiátricos ambulatoriais Factores asociados al consumo problemático de drogas entre pacientes siquiátricos en ambulatorios,2016-01-01,3
2-s2.0-85016075383,Massage and reiki used to reduce stress and anxiety: Randomized clinical trial,2016-01-01,31
