Código Mantenedora,Razão Social,CNPJ,Natureza Jurídica,Código IES,Instituição(IES),Sigla,Telefone,Sitio,e-Mail,Endereço Sede,Município,UF,Organização Acadêmica,Tipo de Credenciamento,Categoria,Categoria Administrativa,Data do Ato de Criação da IES,CI,Ano CI,CI-EaD,Ano CI-EaD,IGC,Ano IGC,Reitor/Dirigente Principal,Representante Legal,Sinalizações Vigentes,Situação da IES,Data de Descredenciamento,eid,afid,name,domain,url,variants,name_match,url_match,domain_match,variant_match
459,FUNDACAO EDUCACIONAL ENCOSTA INFERIOR DO NORDESTE,97.763.593/0001-80,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,5285,FACULDADES INTEGRADAS DE TAQUARA (FACCAT),FACCAT,(51)3541-6600,www.faccat.br,"delmarhbackes@faccat.br, legislacao@faccat.br",Avenida Oscar Martins Rangel - 4500 - CEP: 95612-150 - Fogão Gaúcho,Taquara,RS,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,1988-12-15,5,2023.0,-,,4,2023.0,,,,Ativa,,10-s2.0-121471609,121471609,Faculdades Integradas de Taquara (FACCAT),,,['Faculdades Integradas De Taquara (faccat)'],1,0,0,1
459,FUNDACAO EDUCACIONAL ENCOSTA INFERIOR DO NORDESTE,97.763.593/0001-80,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,5285,FACULDADES INTEGRADAS DE TAQUARA (FACCAT),FACCAT,(51)3541-6600,www.faccat.br,"delmarhbackes@faccat.br, legislacao@faccat.br",Avenida Oscar Martins Rangel - 4500 - CEP: 95612-150 - Fogão Gaúcho,Taquara,RS,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,1988-12-15,5,2023.0,-,,4,2023.0,,,,Ativa,,10-s2.0-126994851,126994851,Faculdades Integradas de Taquara,,,['Faculdades Integradas De Taquara'],1,0,0,1
459,FUNDACAO EDUCACIONAL ENCOSTA INFERIOR DO NORDESTE,97.763.593/0001-80,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,5285,FACULDADES INTEGRADAS DE TAQUARA (FACCAT),FACCAT,(51)3541-6600,www.faccat.br,"delmarhbackes@faccat.br, legislacao@faccat.br",Avenida Oscar Martins Rangel - 4500 - CEP: 95612-150 - Fogão Gaúcho,Taquara,RS,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,1988-12-15,5,2023.0,-,,4,2023.0,,,,Ativa,,10-s2.0-108166867,108166867,Faculdades Integradas de Taquara (FACCAT),,,"['Faculdades Integradas De Taquara - Faccat', 'Faculdades Integradas De Taquara (faccat)', 'Faculdades Integradas De Taquara-faccat', 'Faculdades Integradas De Taquara (faccat', 'Faccat - Faculdades Integradas De Taquara']",1,0,0,1
296,FUNDACAO EDUCACIONAL MACHADO DE ASSIS,95.817.615/0001-11,Privada sem fins lucrativos,1842,FACULDADES INTEGRADAS MACHADO DE ASSIS (FEMA),FEMA,5535119100,www.fema.com.br,"regina@fema.com.br,faculdades@fema.com.br",Rua Rua Santos Dumont - 820 - CEP: 98780-109 - Centro,Santa Rosa,RS,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,2001-04-30,4,2023.0,5,2021.0,3,2023.0,,,,Ativa,,10-s2.0-118976901,118976901,Faculdades Integradas Machado de Assis (FEMA),,,['Faculdades Integradas Machado de Assis (FEMA)'],1,0,0,1
212,INSTITUICAO EDUCACIONAL SAO JUDAS TADEU,92.968.106/0001-00,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,5600,FACULDADES INTEGRADAS SÃO JUDAS TADEU (SJT),SJT,(51)3340-7888,www.saojudastadeu.edu.br,mariza@saojudastadeu.edu.br,Rua Dom Diogo de Souza - 100 - CEP: 91350-000 - Cristo Redentor,Porto Alegre,RS,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1970-08-17,4,2015.0,3,2013.0,3,2023.0,,,Adesão ao PROIES,Ativa,,10-s2.0-119813187,119813187,Instituição Educacional São Judas Tadeu,,,"['Instituição Educacional São Judas Tadeu', 'Faculdades Integradas São Judas Tadeu']",0,0,0,1
16750,FACULDADES INTEGRADAS DE FOZ DO IGUACU LTDA,25.115.814/0001-00,Privada com fins lucrativos,5107,FACULDADE SOGIPA DE EDUCAÇÃO FÍSICA,-,51-30858938,www.faculdadesogipa.edu.br,ederdalpiaz@hotmail.com,Avenida Benjamin Constant - 80 - CEP: 90550-003 - São João,Porto Alegre,RS,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,2008-11-17,3,2017.0,3,2019.0,3,2023.0,,,,Ativa,,10-s2.0-112434617,112434617,Faculdade Sogipa de Educação Física,,,"['Faculdade Sogipa De Educação Física', 'Faculdade Sogipa De Educação Física (sogipa)', 'Faculdade Sogipa De Educação Fisica']",1,0,0,3
16750,FACULDADES INTEGRADAS DE FOZ DO IGUACU LTDA,25.115.814/0001-00,Privada com fins lucrativos,5107,FACULDADE SOGIPA DE EDUCAÇÃO FÍSICA,-,51-30858938,www.faculdadesogipa.edu.br,ederdalpiaz@hotmail.com,Avenida Benjamin Constant - 80 - CEP: 90550-003 - São João,Porto Alegre,RS,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,2008-11-17,3,2017.0,3,2019.0,3,2023.0,,,,Ativa,,10-s2.0-116682146,116682146,Faculdade Sogipa de Educação Física,,,"['Faculdade Sogipa De Educação Física', 'Faculdade Sogipa De Educação Fisica']",1,0,0,2
209,SOCIEDADE EDUCACIONAL TRES DE MAIO,98.039.852/0001-97,Privada sem fins lucrativos,294,FACULDADE TRÊS DE MAIO (SETREM),SETREM,(55) 3535 4600,www.setrem.edu.br,faculdade@setrem.com.br,Avenda Santa Rosa - 2.405 - CEP: 98910-000 - Centro,Três de Maio,RS,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1999-12-17,4,2023.0,5,2022.0,3,2023.0,,,,Ativa,,10-s2.0-116657676,116657676,Faculdade Três de Maio,,,['Faculdade Três De Maio'],1,0,0,1
9051,FUNDACAO UNIVERSIDADE FEDERAL DE CIENCIAS DA SAUDE DE PORTO ALEGRE,92.967.595/0001-77,Pessoa Jurídica de Direito Público - Federal,717,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE (UFCSPA),UFCSPA,(51) 33039000,www.ufcspa.edu.br,reitoria@ufcspa.edu.br,Rua Sarmento Leite - 245 - CEP: 90050-170 - Centro,Porto Alegre,RS,Universidade,EAD - Superior / Presencial - Superior /,Publica,Pública Federal,1961-02-17,5,2017.0,4,2019.0,5,2023.0,,,,Ativa,,10-s2.0-117068171,117068171,Universidad Federal de Ciencias de la Salud de Porto Alegre,,,"['Universidad Federal De Ciencias De La Salud De Porto Alegre', 'Universidade Federal De Ciências Básicas Da Saúde De Porto Alegre', 'Fundação Universidade Federal De Ciências Da Saúde De Porto Alegre', 'Federal University Of Ciências Da Saúde De Porto Alegre']",0,0,0,1
14838,FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,09.341.233/0001-22,Pessoa Jurídica de Direito Público - Federal,5322,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA (UNIPAMPA),UNIPAMPA,53 3240 5400,www.unipampa.edu.br,reitoria@unipampa.edu.br,Rua Melanie Granier - 51 - CEP: 96400-500 - Centro,Bagé,RS,Universidade,EAD - Superior / Presencial - Superior /,Publica,Pública Federal,2008-01-14,5,2023.0,4,2014.0,4,2023.0,,,,Ativa,,10-s2.0-60082715,60082715,Universidade Federal do Pampa,unipampa.edu.br,https://unipampa.edu.br/portal/,"['Federal University of Pampa', 'Universidade Federal do Pampa']",0,0,1,0
4126,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO GRANDE DO SUL",10.637.926/0001-46,Pessoa Jurídica de Direito Público - Federal,601,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL (IFRS)",IFRS,(54) 34493343,www.ifrs.edu.br,reitor@ifrs.edu.br,Rua General Osório - 348 - CEP: 95700-000 - Centro,Bento Gonçalves,RS,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior /,Publica,Pública Federal,1994-12-27,4,2015.0,4,2016.0,4,2023.0,,,,Ativa,,10-s2.0-60109442,60109442,"Instituto Federal de Educação, Ciȇncia e Tecnologia do Rio Grande do Sul",ifrs.edu.br,https://ifrs.edu.br/,[],1,1,1,0
8338,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA FARROUPILHA",10.662.072/0001-58,Pessoa Jurídica de Direito Público - Federal,4098,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA (IFFarroupilha)",IFFarroupilha,(55) 32189800,www.iffarroupilha.edu.br,pesquisainstitucional@iffarroupilha.edu.br,Alameda Santiago do Chile - 195 - CEP: 97050-685 - Nossa Senhora das Dores,Santa Maria,RS,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior /,Publica,Pública Federal,2005-01-20,4,2015.0,5,2023.0,4,2023.0,,,,Ativa,,10-s2.0-60271912,60271912,Instituto Federal de Educação Ciência e Tecnologia Farroupilha – IFFarroupilha,iffarroupilha.edu.br,http://www.iffarroupilha.edu.br/,"['Instituto Federal de Educação Ciência e Tecnologia Farroupilha – IFFarroupilha', 'Federal Institute of Education Science and Technology Farroupilha – IFFarroupilha']",0,1,1,0
15520,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA SUL-RIO-GRANDENSE - RS",10.729.992/0001-46,Pessoa Jurídica de Direito Público - Federal,1578,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE (IFSul)",IFSul,53 3026 6050,www.ifsul.edu.br,reitoria@ifsul.edu.br,Rua Gonçalves Chaves - 3218 - CEP: 96015-560 - Centro,Pelotas,RS,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior /,Publica,Pública Federal,1999-01-20,4,2016.0,4,2020.0,4,2023.0,,,,Ativa,,10-s2.0-60069359,60069359,"Instituto Federal de Educação, Ciência e Tecnologia Sul-rio-grandense (IFSul)",ifsul.edu.br,http://www.ifsul.edu.br/,"['Centro Federal de Educacao Tecnologica de Pelotas', 'Instituto Federal de Educação, Ciência e Tecnologia Sul-rio-grandense (IFSul)']",1,1,1,1
1439,ASSOCIACAO EVANGELICA DE ENSINO,96.745.427/0001-98,Privada sem fins lucrativos,2192,INSTITUTO SUPERIOR DE EDUCAÇÃO IVOTI (ISEI),ISEI,51 3563-8600,www.institutoivoti.com.br,superior@institutoivoti.com.br,Rua Júlio Hauser - 171 - CEP: 93900-000 - Sete de Setembro,Ivoti,RS,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,2002-07-16,4,2022.0,-,,4,2023.0,,,,Ativa,,10-s2.0-119045741,119045741,Instituto Superior de Educação Ivoti (ISEI),,,['Instituto Superior De Educação Ivoti (isei)'],1,0,0,1
21,UNIAO BRASILEIRA DE EDUCACAO E ASSISTENCIA,88.630.413/0001-09,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL (PUCRS),PUCRS,51 33203500,www.pucrs.br,asplan@pucrs.br; regulacao.asplan@pucrs.br,Av. Ipiranga - 6681 - CEP: 90619-900 - Partenon,Porto Alegre,RS,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1948-11-11,5,2024.0,5,2022.0,5,2023.0,,,,Ativa,,10-s2.0-60015760,60015760,Pontifícia Universidade Católica do Rio Grande do Sul,pucrs.br,http://www.pucrs.br,"['Pontifical Catholic University of Rio Grande do Sul', 'Pontificia Universidade Catolica do Rio Grande do Sul', 'Pontifícia Universidade Católica do Rio Grande do Sul', 'Pontifical Catholic University of Rio Grande do Sul (PUCRS)']",1,1,1,2
18,ASSOCIACAO PELOTENSE DE ASSISTENCIA E CULTURA,92.238.914/0001-03,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,18,UNIVERSIDADE CATÓLICA DE PELOTAS (UCPEL),UCPEL,(53)21288220,www.ucpel.edu.br,reitoria@ucpel.edu.br,Rua Félix da Cunha - 412 - CEP: 96010-000 - Centro,Pelotas,RS,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1960-11-12,5,2025.0,4,2015.0,4,2023.0,,,Adesão ao PROIES,Ativa,,10-s2.0-60021547,60021547,Universidade Catolica de Pelotas,ucpel.tche.br,,"['Catholic University of Pelotas', 'Universidade Catolica de Pelotas']",1,0,0,1
13,FUNDACAO UNIVERSIDADE DE CAXIAS DO SUL,88.648.761/0001-03,Privada sem fins lucrativos,13,UNIVERSIDADE DE CAXIAS DO SUL (UCS),UCS,(54) 3218 2143,www.ucs.br,reg-cursos@ucs.br,Rua Francisco Getúlio Vargas - 1130 - CEP: 95070-560 - Petrópolis,Caxias do Sul,RS,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1967-02-10,4,2014.0,4,2013.0,4,2023.0,,,,Ativa,,10-s2.0-60016668,60016668,"Universidade de Caxias do Sul, Faculdade de Medicina",ucs.br,http://www.ucs.br,"['University of Caxias do Sul, Faculty of Medicine', 'Universidade de Caxias do Sul, Faculdade de Medicina']",0,1,1,0
13,FUNDACAO UNIVERSIDADE DE CAXIAS DO SUL,88.648.761/0001-03,Privada sem fins lucrativos,13,UNIVERSIDADE DE CAXIAS DO SUL (UCS),UCS,(54) 3218 2143,www.ucs.br,reg-cursos@ucs.br,Rua Francisco Getúlio Vargas - 1130 - CEP: 95070-560 - Petrópolis,Caxias do Sul,RS,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1967-02-10,4,2014.0,4,2013.0,4,2023.0,,,,Ativa,,10-s2.0-60028247,60028247,Universidade de Caxias do Sul,ucs.br,http://www.ucs.br,"['University of Caxias do Sul', 'Universidade de Caxias do Sul']",1,1,1,1
13,FUNDACAO UNIVERSIDADE DE CAXIAS DO SUL,88.648.761/0001-03,Privada sem fins lucrativos,13,UNIVERSIDADE DE CAXIAS DO SUL (UCS),UCS,(54) 3218 2143,www.ucs.br,reg-cursos@ucs.br,Rua Francisco Getúlio Vargas - 1130 - CEP: 95070-560 - Petrópolis,Caxias do Sul,RS,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1967-02-10,4,2014.0,4,2013.0,4,2023.0,,,,Ativa,,10-s2.0-113768751,113768751,Universidad de Caxias do Sul,,,"['Universidad De Caxias Do Sul', 'Universidade De Caxias Do Sul']",0,0,0,1
311,FUNDACAO UNIVERSIDADE DE CRUZ ALTA,92.928.845/0001-60,Privada sem fins lucrativos,446,UNIVERSIDADE DE CRUZ ALTA (UNICRUZ),UNICRUZ,(55) 3321 1500,www.unicruz.edu.br,legislacao@unicruz.edu.br,Rodovia Municipal Jacob Della Mea - s/n - CEP: 98020-290 - Parada Benito,Cruz Alta,RS,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1988-10-24,5,2025.0,4,2018.0,4,2023.0,,,Adesão ao PROIES,Ativa,,10-s2.0-60019066,60019066,Universidade de Cruz Alta,unicruz.edu.br,,"['University of Cruz Alta', 'Universidade de Cruz Alta']",1,0,1,1
20,FUNDACAO UNIVERSIDADE DE PASSO FUNDO,92.034.321/0001-25,Privada sem fins lucrativos,20,UNIVERSIDADE DE PASSO FUNDO (UPF),UPF,(54) 3316 8113,www.upf.br,reitoria@upf.br,Upf Campus Passo Fundo - Campus I - s/n - CEP: 99001-970 - São José,Passo Fundo,RS,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1968-06-11,5,2023.0,5,2019.0,4,2023.0,,,,Ativa,,10-s2.0-60025701,60025701,Universidade de Passo Fundo,upf.br,https://www.upf.br/english,"['University of Passo Fundo', 'Universidade de Passo Fundo']",1,0,1,1
20,FUNDACAO UNIVERSIDADE DE PASSO FUNDO,92.034.321/0001-25,Privada sem fins lucrativos,20,UNIVERSIDADE DE PASSO FUNDO (UPF),UPF,(54) 3316 8113,www.upf.br,reitoria@upf.br,Upf Campus Passo Fundo - Campus I - s/n - CEP: 99001-970 - São José,Passo Fundo,RS,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1968-06-11,5,2023.0,5,2019.0,4,2023.0,,,,Ativa,,10-s2.0-122029476,122029476,Universidade de Passo Fundo,,,['Universidade De Passo Fundo'],1,0,0,1
20,FUNDACAO UNIVERSIDADE DE PASSO FUNDO,92.034.321/0001-25,Privada sem fins lucrativos,20,UNIVERSIDADE DE PASSO FUNDO (UPF),UPF,(54) 3316 8113,www.upf.br,reitoria@upf.br,Upf Campus Passo Fundo - Campus I - s/n - CEP: 99001-970 - São José,Passo Fundo,RS,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1968-06-11,5,2023.0,5,2019.0,4,2023.0,,,,Ativa,,10-s2.0-60008085,60008085,"Universidade de Passo Fundo, Faculdade de Medicina",upf.br,http://www.upf.br/graduacao/unidades/fm/medicina/,"['University of Passo Fundo, Faculty of Medicine', 'Universidade de Passo Fundo, Faculdade de Medicina']",0,0,1,0
210,ASSOCIACAO PRO ENSINO EM SANTA CRUZ DO SUL,95.438.412/0001-14,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,295,UNIVERSIDADE DE SANTA CRUZ DO SUL (UNISC),UNISC,(51) 37177304,,avaliacao@unisc.br,Avenida Independência - 2293 - CEP: 96815-900 - Universitário,Santa Cruz do Sul,RS,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1993-06-25,5,2023.0,5,2012.0,4,2023.0,,,,Ativa,,10-s2.0-60019654,60019654,Universidade de Santa Cruz do Sul,unisc.br,https://www.unisc.br/en/,"['University of Southern Santa Cruz', 'Universidade de Santa Cruz do Sul', 'University of Santa Cruz do Sul']",1,0,0,1
14,ASSOCIACAO ANTONIO VIEIRA,92.959.006/0001-09,Privada sem fins lucrativos,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS (UNISINOS),UNISINOS,(51) 3037-1000,www.unisinos.br,betocruz@unisinos.br;proc.leduca@unisinos.br,Avenida Unisinos - 950 - CEP: 93022-750 - Cristo Rei,São Leopoldo,RS,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1969-08-01,5,2023.0,5,2019.0,4,2023.0,,,,Ativa,,10-s2.0-60024559,60024559,Universidade do Vale do Rio dos Sinos,unisinos.br,https://www.unisinos.br/,"['University of the Rio dos Sinos Valley', 'Universidade do Vale do Rio dos Sinos']",1,1,1,1
133,FUNDACAO VALE DO TAQUARI DE EDUCACAO E DESENVOLVIMENTO SOCIAL - FUVATES,04.008.342/0001-09,Privada sem fins lucrativos,1041,UNIVERSIDADE DO VALE DO TAQUARI (UNIVATES),UNIVATES,(51) 3714 7000,www.univates.br,pesquisadorinstitucional@univates.br,Rua Avelino Talini - 171 - CEP: 95914-014 - Universitário,Lajeado,RS,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1999-07-02,4,2016.0,4,2019.0,4,2023.0,,,,Ativa,,10-s2.0-119666857,119666857,Universidade do Vale do Taquari,,,"['Universidade Do Vale Do Taquari', 'Universidade Do Vale Do Taquari − Univates', 'Universidade Do Vale Do Taquari - Univates', 'Universidade Do Vale']",1,0,0,1
133,FUNDACAO VALE DO TAQUARI DE EDUCACAO E DESENVOLVIMENTO SOCIAL - FUVATES,04.008.342/0001-09,Privada sem fins lucrativos,1041,UNIVERSIDADE DO VALE DO TAQUARI (UNIVATES),UNIVATES,(51) 3714 7000,www.univates.br,pesquisadorinstitucional@univates.br,Rua Avelino Talini - 171 - CEP: 95914-014 - Universitário,Lajeado,RS,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1999-07-02,4,2016.0,4,2019.0,4,2023.0,,,,Ativa,,10-s2.0-110225232,110225232,Universidade do Vale do Taquari,,,[],1,0,0,0
133,FUNDACAO VALE DO TAQUARI DE EDUCACAO E DESENVOLVIMENTO SOCIAL - FUVATES,04.008.342/0001-09,Privada sem fins lucrativos,1041,UNIVERSIDADE DO VALE DO TAQUARI (UNIVATES),UNIVATES,(51) 3714 7000,www.univates.br,pesquisadorinstitucional@univates.br,Rua Avelino Talini - 171 - CEP: 95914-014 - Universitário,Lajeado,RS,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1999-07-02,4,2016.0,4,2019.0,4,2023.0,,,,Ativa,,10-s2.0-60103687,60103687,Universidade do Vale do Taquari - Univates,univates.br,http://www.univates.br/,['Centro Universitário UNIVATES'],0,1,1,0
16399,UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,04.732.975/0001-65,Pessoa Jurídica de Direito Público - Estadual,3336,UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL (UERGS),UERGS,(51) 3288 9005,www.uergs.edu.br,gabinete@uergs.edu.br,Rua Washington Luiz - 675 - CEP: 90010-460 - Centro Histórico,Porto Alegre,RS,Universidade,EAD - Superior / Presencial - Superior /,Publica,Pública Estadual,2001-07-11,-,,-,,4,2023.0,,,,Ativa,,10-s2.0-60019749,60019749,Universidade Estadual do Rio Grande do Sul,uergs.edu.br,http://www.uergs.edu.br,"['State University of Rio Grande do Sul', 'Universidade Estadual do Rio Grande do Sul']",1,1,1,1
410,UNIVERSIDADE FEDERAL DE PELOTAS,92.242.080/0001-00,Pessoa Jurídica de Direito Público - Federal,634,UNIVERSIDADE FEDERAL DE PELOTAS (UFPEL),UFPEL,53 3284 4001,www.ufpel.edu.br,reitoria@ufpel.edu.br,Rua Gomes Carneiro - 1 - CEP: 96010-610 - Centro,Pelotas,RS,Universidade,EAD - Superior / Presencial - Superior /,Publica,Pública Federal,1960-12-13,4,2017.0,3,2013.0,4,2023.0,,,,Ativa,,10-s2.0-60014598,60014598,Universidade Federal de Pelotas,portal.ufpel.edu.br,https://portal.ufpel.edu.br/en/,"['Federal University of Pelotas', 'Universidade Federal de Pelotas']",1,0,0,1
14678,UNIVERSIDADE FEDERAL DE SANTA MARIA,95.591.764/0001-05,Pessoa Jurídica de Direito Público - Federal,582,UNIVERSIDADE FEDERAL DE SANTA MARIA (UFSM),UFSM,(55) 3220 8000,www.ufsm.br,gabinetereitor@ufsm.br,"Cidade Universitária Prof. José Mariano da Rocha Filho, Avenida Roraima - 1000 - CEP: 97105-900 - Camobi",Santa Maria,RS,Universidade,EAD - Superior / Presencial - Superior /,Publica,Pública Federal,1960-12-20,5,2023.0,-,,5,2023.0,,,,Ativa,,10-s2.0-101586936,101586936,Universidade Federal de Santa Maria,,,['Universidade Federal De Santa Maria'],1,0,0,1
14678,UNIVERSIDADE FEDERAL DE SANTA MARIA,95.591.764/0001-05,Pessoa Jurídica de Direito Público - Federal,582,UNIVERSIDADE FEDERAL DE SANTA MARIA (UFSM),UFSM,(55) 3220 8000,www.ufsm.br,gabinetereitor@ufsm.br,"Cidade Universitária Prof. José Mariano da Rocha Filho, Avenida Roraima - 1000 - CEP: 97105-900 - Camobi",Santa Maria,RS,Universidade,EAD - Superior / Presencial - Superior /,Publica,Pública Federal,1960-12-20,5,2023.0,-,,5,2023.0,,,,Ativa,,10-s2.0-60033356,60033356,Universidade Federal de Santa Maria,ufsm.br,https://www.ufsm.br/,"['Federal University of Santa Maria', 'Universidade Federal de Santa Maria']",1,1,1,1
15596,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,94.877.586/0001-10,Pessoa Jurídica de Direito Público - Federal,12,UNIVERSIDADE FEDERAL DO RIO GRANDE (FURG),FURG,(53) 3233 6730,www.furg.br,reitoria@furg.br,Avenida Itália - S/N - CEP: 96203-900 - Carreiros,Rio Grande,RS,Universidade,EAD - Superior / Presencial - Superior /,Publica,Pública Federal,1969-08-21,5,2023.0,5,2019.0,4,2023.0,,,,Ativa,,10-s2.0-60000509,60000509,Universidade Federal do Rio Grande,furg.br,https://www.furg.br/es/,['Universidade Federal do Rio Grande'],1,0,1,1
13482,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,92.969.856/0001-98,Pessoa Jurídica de Direito Público - Federal,581,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL (UFRGS),UFRGS,(51) 3308 3700,www.ufrgs.br,reitora@ufrgs.br; regulacao@sai.ufrgs.br,Avenida Paulo Gama - 110 - CEP: 90040-060 - Farroupilha,Porto Alegre,RS,Universidade,EAD - Superior / Presencial - Superior /,Publica,Pública Federal,1934-11-28,4,2012.0,4,2014.0,5,2023.0,,,,Ativa,,10-s2.0-60006726,60006726,Universidade Federal do Rio Grande do Sul,ufrgs.br,http://www.ufrgs.br/english/home,"['Federal University of Rio Grande do Sul', 'Universidade Federal do Rio Grande do Sul']",1,0,1,1
23,ASSOCIACAO PRO ENSINO SUPERIOR EM NOVO HAMBURGO,91.693.531/0001-62,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,23,UNIVERSIDADE FEEVALE (FEEVALE),FEEVALE,(51)3586 8996,www.feevale.br,avaliacaoeregulacao@feevale.br,Rodovia Rodovia ERS-239 - nº 2755 - CEP: 93525-075 - Vila Nova,Novo Hamburgo,RS,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1970-03-02,4,2016.0,4,2013.0,4,2023.0,,,,Ativa,,10-s2.0-60000707,60000707,Universidade Feevale,feevale.br,https://www.feevale.br/en/,"['Feevale University', 'Universidade Feevale']",1,0,1,1
297,SOC CARIT E LIT SAO FRANCISCO DE ASSIS ZONA NORTE,95.606.380/0001-19,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,426,UNIVERSIDADE FRANCISCANA (UFN),UFN,(55) 3220-1200,https://www.ufn.edu.br/,gabinete@ufn.edu.br,Rua dos Andradas - 1.614 - CEP: 97010-032 - Centro,Santa Maria,RS,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1955-04-01,5,2017.0,5,2016.0,4,2023.0,,,,Ativa,,10-s2.0-60070737,60070737,Universidade Franciscana,ufn.edu.br,https://www.ufn.edu.br/site/franciscan-university,"['Franciscan University', 'Universidade Franciscana']",1,0,1,1
417,SOCIEDADE PORVIR CIENTIFICO,92.741.990/0001-37,Privada sem fins lucrativos,641,UNIVERSIDADE LA SALLE (UNILASALLE),UNILASALLE,51 34768416,www.unilasalle.edu.br,regulacaoinstitucional@unilasalle.edu.br;cledes.casagrande@unilasalle.edu.br;,Av. Victor Barreto - 2288 - CEP: 92010-000 - Centro,Canoas,RS,Universidade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1975-08-15,4,2016.0,5,2017.0,4,2023.0,,,,Ativa,,10-s2.0-119551346,119551346,Universidade La Salle,,,[],1,0,0,0
