eid,title,published date,cited by count
2-s2.0-85034432535,Red mud application in construction industry: Review of benefits and possibilities,2017-10-25,79
2-s2.0-85034428357,Innovation and construction management in Brazil: Challenges of companies in times of quality and productivity,2017-10-25,7
2-s2.0-85034219430,Endothelial cell responses to castor oil-based polyurethane substrates functionalized by direct laser ablation,2017-10-25,15
2-s2.0-85032442949,Visual and Infrared Sensor Data-Based Obstacle Detection for the Visually Impaired Using the Google Project Tango Tablet Development Kit and the Unity Engine,2017-10-25,83
2-s2.0-85083938274,Preface,2017-10-24,7
2-s2.0-85042609033,Nanomaterials in antioxidant research,2017-10-24,0
2-s2.0-85042595073,Oxidative stress: Diagnostic methods and applications in medical science,2017-10-24,9
2-s2.0-85042592343,Chemical biology of oxidative stress and its role in the pathophysiology of neuropsychiatric disorders,2017-10-24,1
2-s2.0-85042586052,Oxidative stress: Diagnostic methods and application in medical science,2017-10-24,9
2-s2.0-105007851774,Use of sugar cane fibers for composites-a short review,2017-10-24,4
2-s2.0-105007731704,Influence of coupling agent on the properties of polypropylene composites reinforced with palm fibers,2017-10-24,4
2-s2.0-85040015739,Using Monte Carlo tree search and google maps to improve game balancing in location-based games,2017-10-23,7
2-s2.0-85039999189,Partial discharge localization based on received signal strength,2017-10-23,15
2-s2.0-85039998758,Real-time identification of ARX-SDP model using a rectangular moving window,2017-10-23,2
2-s2.0-85032566499,Low-cost interrogation technique for dynamic measurements with FBG-based devices,2017-10-23,65
2-s2.0-85032443450,Adaptive Energy-Aware Computation Offloading for Cloud of Things Systems,2017-10-23,101
2-s2.0-85037032662,An annotation-based API for supporting runtime code annotation reading,2017-10-22,4
2-s2.0-85041138637,An Intelligent Backup Scheme for Current Source Converter-High Voltage Direct Current Systems Based on Artificial Neural Networks,2017-10-21,7
2-s2.0-85041104783,Geometric Parameterization Technique for Continuation Power Flow Based on Quadratic Curve,2017-10-21,4
2-s2.0-85041002954,Synchronous Machine Parameters Evaluation with a Hybrid Particle Swarm Optimization Algorithm,2017-10-21,4
2-s2.0-85034413185,Inferential modelling of population dynamics,2017-10-21,2
2-s2.0-85031943400,Characterization and use of construction and demolition waste from South of Brazil in the production of foamed concrete blocks,2017-10-21,61
2-s2.0-85031706221,A novel method to evaluate nanofluid stability using multivariate image analysis,2017-10-21,14
2-s2.0-85031699554,Evaluation of dilute-and-shoot and solid-phase extraction methods for the determination of: S -metolachlor and metolachlor-OA in runoff water samples by liquid chromatography tandem mass spectrometry,2017-10-21,9
2-s2.0-85040021571,State assignment of direct output synchronous FSMs using genetic algorithm,2017-10-20,2
2-s2.0-85040020407,Towards accurate building recognition using convolutional neural networks,2017-10-20,4
2-s2.0-85040015320,Approaches based on tree-structures classifiers to protein fold prediction,2017-10-20,1
2-s2.0-85040013708,Development of a computational environment for MIT electromagnetic equation propagation simulator,2017-10-20,1
2-s2.0-85040011729,A novel Κ convention logic (NCL) gates architecture based on basic gates,2017-10-20,7
2-s2.0-85040011064,Speed vector control strategy with torque ripple reduction for 12/8 switched reluctance motor,2017-10-20,3
2-s2.0-85040007984,Traffic control in the transmission queue of LTE system downlink based on policing algorithms,2017-10-20,1
2-s2.0-85040007340,Rural area deployment of internet of things connectivity: LTE and LoRaWAN case study,2017-10-20,35
2-s2.0-85039991084,Complete band-gap prediction of 2D photonic crystals by using multilayer perceptron,2017-10-20,3
2-s2.0-85039990120,Framework for automated tests of LTE physical layers,2017-10-20,0
2-s2.0-85039988787,Control design of interval systems with multi incident model parameters,2017-10-20,1
2-s2.0-85039988448,Evolution of long term narrowband-IoT,2017-10-20,5
2-s2.0-85039986234,Hybrid model based on genetic algorithms and neural networks to forecast tax collection: Application using endogenous and exogenous variables,2017-10-20,9
2-s2.0-85039984181,Nonlinear modeling of magnetic materials for electromagnetic devices simulation,2017-10-20,2
2-s2.0-85039978571,Robust architecture for locally-clocked extended burst-mode circuits without timing assumption,2017-10-20,1
2-s2.0-85039978407,An analysis of the branch-and-bound method in solving the reactive optimal power flow problem,2017-10-20,1
2-s2.0-85032699929,CUDA-Based Parallelization of Power Iteration Clustering for Large Datasets,2017-10-20,7
2-s2.0-85032678567,BNC nanoshells: A novel structure for atomic storage,2017-10-20,3
2-s2.0-85039954736,RFID enabled sensor system design,2017-10-19,3
2-s2.0-85039924616,TargetZIKA: Epidemic situation detection and risk preparedness for ZIKA virus,2017-10-18,4
2-s2.0-85039908954,The dose makes the poison - Leveraging uncertainty for effective malware detection,2017-10-18,4
2-s2.0-85031922092,Cybersecurity and network forensics: Analysis of malicious traffic towards a honeynet with deep packet inspection,2017-10-18,36
2-s2.0-85031795782,Influence of Phenol on the Crystallization Kinetics and Quality of Ice and Sodium Sulfate Decahydrate during Eutectic Freeze Crystallization,2017-10-18,29
2-s2.0-85031787829,Increased X-ray Attenuation Efficiency of Graphene-Based Nanocomposite,2017-10-18,34
2-s2.0-85030983838,Significant Performance Enhancement of Polymer Resins by Bioinspired Dynamic Bonding,2017-10-18,72
2-s2.0-85039983364,A cooperative spectrum sharing protocol for cognitive two-way AF relaying system,2017-10-16,1
2-s2.0-85032682863,Synergetic effect of Sn addition and oxygen-deficient atmosphere to fabricate active hematite photoelectrodes for light-induced water splitting,2017-10-16,12
2-s2.0-85032018608,A low cost sensors approach for accurate vehicle localization and autonomous driving application,2017-10-16,52
2-s2.0-85029702050,Effect of K-rate and cathodic protection potential on fracture toughness of the super duplex stainless steel UNS S32750,2017-10-15,5
2-s2.0-85028505666,Vibration and Magnetic Field Sensing Using a Long-Period Grating,2017-10-15,12
2-s2.0-85028452465,"Studies on mesosphere, thermosphere and ionosphere from equatorial to mid latitudes – Recent investigations and improvements – Part 1",2017-10-15,2
2-s2.0-85027987163,Structural and magnetic analysis of La0.67Ca0.33MnO3 nanoparticles thermally treated: Acoustic detection of the magnetocaloric effect,2017-10-15,11
2-s2.0-85027832771,Rheological properties of asphalt binders prepared with maize oil,2017-10-15,31
2-s2.0-85027532308,Voids identification in rubberized mortar digital images using K-Means and Watershed algorithms,2017-10-15,32
2-s2.0-85027509622,Long term diffusion dynamics of alternative fuel vehicles in Brazil,2017-10-15,60
2-s2.0-85027508271,Gypsum plaster waste recycling: A potential environmental and industrial solution,2017-10-15,91
2-s2.0-85027503666,Barriers to innovation and sustainability at universities around the world,2017-10-15,213
2-s2.0-85027493736,Impact of solid waste treatment from spray dryer absorber on the levelized cost of energy of a coal-fired power plant,2017-10-15,17
2-s2.0-85027453185,Influencing factors of eco-efficient urban waste management: Evidence from Spanish municipalities,2017-10-15,64
2-s2.0-85027452757,"Environmentally clean ceramics from printed circuit board sludge, red mud of bauxite treatment and steel slag",2017-10-15,26
2-s2.0-85027447336,Potential for rainwater harvesting in a dry climate: Assessments in a semiarid region in northeast Brazil,2017-10-15,48
2-s2.0-85025627937,Stacking sequence optimization in composite tubes under internal pressure based on genetic algorithm accounting for progressive damage,2017-10-15,87
2-s2.0-85023207438,Study of ionospheric disturbances over Mexico associated with transient space weather events,2017-10-15,5
2-s2.0-85022065507,Definition of optimal parameters for supercritical carbonation treatment of vegetable fiber-cement composites at a very early age,2017-10-15,22
2-s2.0-85021887460,Resonant acoustic evaluation of mechanical properties of masonry mortars,2017-10-15,8
2-s2.0-85021725470,Statistical analysis of solar wind parameters and geomagnetic indices during HILDCAA/HILDCAA ∗ occurrences between 1998 and 2007,2017-10-15,15
2-s2.0-85021663290,Effects of rejuvenators on high-RAP mixtures based on laboratory tests of asphalt concrete (AC) mixtures and fine aggregate matrix (FAM) mixtures,2017-10-15,88
2-s2.0-85021402640,Short-term estimation of GNSS TEC using a neural network model in Brazil,2017-10-15,18
2-s2.0-85021217455,Finite element modeling of wear using the dissipated energy method coupled with a dual mortar contact formulation,2017-10-15,23
2-s2.0-85021144996,Plasma blobs associated with plasma bubbles observed in the Brazilian sector,2017-10-15,9
2-s2.0-85020888583,Identification of giant dielectric permittivity in the BiVO4,2017-10-15,8
2-s2.0-85019113920,Machine learning models and bankruptcy prediction,2017-10-15,622
2-s2.0-85018636158,Exploring polynomial classifier to predict match results in football championships,2017-10-15,23
2-s2.0-85018563641,Identification of activities of daily living in tremorous patients using inertial sensors,2017-10-15,17
2-s2.0-85018431948,Towards filtering undesired short text messages using an online learning approach with semantic indexing,2017-10-15,25
2-s2.0-85016200734,Early-stage decision making approach for the selection of optimally integrated biorefinery processes,2017-10-15,27
2-s2.0-85037139181,Simulation of a railway pneumatic brake system,2017-10-13,2
2-s2.0-85034040802,P/M Valve Seat Inserts: Air Quenching and Characterization,2017-10-13,2
2-s2.0-85029767635,Saturation-aware control design for micronano positioning systems,2017-10-13,7
2-s2.0-85029745393,Reply to: Comments on 'State feedback H∞ control design of continuous-time switched affine systems',2017-10-13,0
2-s2.0-85029739821,Comments on 'state feedback H∞ control design of continuous-time switched affine systems',2017-10-13,2
2-s2.0-85019587178,Association between vitamin deficiency and metabolic disorders related to obesity,2017-10-13,124
2-s2.0-85015037932,Multi-Objective Optimization of Micro Pin-Fin Arrays for Cooling of High Heat Flux Electronics with a Hot Spot,2017-10-13,29
2-s2.0-85033707254,THz transmission blazed grating made out of paper tissue,2017-10-12,3
2-s2.0-85033489983,A new method for junctionless transistors parameters extraction,2017-10-12,4
2-s2.0-85032660725,Epanechnikov kernel for incomplete data,2017-10-12,5
2-s2.0-85038407899,Data-Driven Corpus Callosum Parcellation Method Through Diffusion Tensor Imaging,2017-10-11,12
2-s2.0-85035138544,Dual-Band Frequency Selective Surface with Angular Stability for WLAN Applications,2017-10-11,0
2-s2.0-85031317732,Model Predictive Control Tuning Strategy for Non-Square Systems and Range Controlled Variables Based on Multi-Scenarios Approach,2017-10-11,8
2-s2.0-85031110508,Bimodal Grain-Size Scaling of Thermal Transport in Polycrystalline Graphene from Large-Scale Molecular Dynamics Simulations,2017-10-11,37
2-s2.0-85031109694,InP Nanowire Biosensor with Tailored Biofunctionalization: Ultrasensitive and Highly Selective Disease Biomarker Detection,2017-10-11,121
2-s2.0-85171960242,Automatic structural preliminary design of a 3D concrete frame by numerical parametric structural modeling: Proposai for a design tool to contribute to the transdisciplinarity between architecture and structural engineering,2017-10-10,1
2-s2.0-85171957992,"Assessment of hydrokinetic energy resources downstream of hydropower plants in the Tietê River Basin, São Paulo State, Brazil",2017-10-10,0
2-s2.0-85171957394,"Improving the efficiency of bubble plumes for artificial aeration, mixing, and destratification",2017-10-10,0
2-s2.0-85171955659,Preface,2017-10-10,0
2-s2.0-85147443750,Hybrid cultures: Design and construction strategies of complex shapes in Brazil in the first digital age,2017-10-10,1
2-s2.0-85129824839,Documentation and digital fabrication methods for restoration of eclectic metal ornamente,2017-10-10,2
2-s2.0-85128344923,Incorporating information technology in a network condition,2017-10-10,2
2-s2.0-85128342300,"Frontiers of science and technology: Automation, sustainability, digital fabrication - selected extended papers of the 7th Brazilian-German conference, campinas 2016 Brazil",2017-10-10,1
2-s2.0-85128227221,The intersection of theory and technology: Computational concepts applied to architectural design since the late 1980s - a literature review,2017-10-10,1
2-s2.0-85040937939,Smart fiber optic sensors for applications in electrical power systems,2017-10-10,2
2-s2.0-85034593083,Frame management in wireless networks,2017-10-10,0
2-s2.0-85030682535,Measurement of pile-up around spherical indentation by image-plane digital holography,2017-10-10,3
2-s2.0-85047775040,A distributed dual algorithm for distributed MPC with application to urban traffic control,2017-10-06,1
2-s2.0-85047739281,A relay feedback structure for processes under static disturbances or drift,2017-10-06,2
2-s2.0-85047737735,H∞ control for networked control systems with dynamic controllers in the feedback loop,2017-10-06,1
2-s2.0-85047736210,A new formula for the characteristic equation of a matrix with applications,2017-10-06,1
2-s2.0-85047735435,Cascade observers for output-feedback control of uncertain systems with arbitrary sensor delays,2017-10-06,1
2-s2.0-85047734497,Design of coupling strengths for consensus with time-varying delays,2017-10-06,0
2-s2.0-85047645245,A new air-fuel ratio model fixing the transport delay: Validation and control,2017-10-06,8
2-s2.0-85047622576,Monitoring function for switching adaptation in control and estimation schemes with sliding modes,2017-10-06,1
2-s2.0-85047107103,Time domain diagnosis of multiple faults in three phase induction motors using inteligent approaches,2017-10-06,12
2-s2.0-85046975995,Bearing fault diagnosis based on Lasso regularization method,2017-10-06,7
2-s2.0-85032188897,Integrative taxonomy of Amazon reefs' Arenosclera spp.: A new clade in the haplosclerida (Demospongiae),2017-10-06,15
2-s2.0-85031324550,Single-phase ac-dc-ac topology for grid overvoltage and voltage harmonic mitigation,2017-10-06,21
2-s2.0-85035101901,Preliminary Study on Project Localization in Brazil Utilizing Chinese UHVDC Technologies,2017-10-05,16
2-s2.0-85032208681,Metal-to-insulator transition induced by UV illumination in a single SnO2 nanobelt,2017-10-05,6
2-s2.0-85020761749,Unrevealing the effect of different dispersion agents on the properties of ethylene–propylene copolymer/halloysite nanocomposites,2017-10-05,7
2-s2.0-85020448894,Effect of friction spot welding (FSpW) on the surface corrosion behavior of overlapping AA6181-T4/Ti-6Al-4V joints,2017-10-05,40
2-s2.0-85034589660,Programmable PLL-based frequency synthesizer: Modeling and design considerations,2017-10-04,1
2-s2.0-85033792194,Using the integral equations method to model a 2G racetrack coil with anisotropic critical current dependence,2017-10-04,5
2-s2.0-85032876993,Home automation and simulation of presence in empty environments,2017-10-04,0
2-s2.0-85032508332,3D inductors with nanowire through substrate vias,2017-10-04,8
2-s2.0-85032498848,Direction of arrival estimation performance for compact antenna arrays with adjustable size,2017-10-04,1
2-s2.0-85028305758,Response to Letter to the Editor concerning “How symmetric are metal-on-metal hip resurfacing patients during gait? Insights for the rehabilitation”,2017-10-03,0
2-s2.0-85028022660,Myofascial force transmission in the lower limb: An in vivo experiment,2017-10-03,16
2-s2.0-85024114381,Data interoperability assessment though IFC for BIM in structural design–a five-year gap analysis,2017-10-03,38
2-s2.0-85021807212,H2-control and the separation principle for discrete-time jump systems with the Markov chain in a general state space,2017-10-03,5
2-s2.0-85015608224,"Influence of current levels, the tilt angle of the torch and the distance between the torch and the part on the geometry of the weld bead using ‘Plasma-MIG’ with concentric arcs",2017-10-03,7
2-s2.0-84990233088,H∞control of continuous-time Markov jump linear systems with detector-based mode information†,2017-10-03,30
2-s2.0-85057089953,Drawing and design for theatre architecture: Lina Bo Bardi’s sketches for five venues in Brazil,2017-10-02,1
2-s2.0-85034059643,An experimental reality check on the scaling laws of swarming systems,2017-10-02,7
2-s2.0-85032964251,Factors and molecules that could impact cell differentiation in the embryo generated by nuclear transfer,2017-10-02,4
2-s2.0-85017422172,Phase II control charts for monitoring dispersion when parameters are estimated,2017-10-02,23
2-s2.0-85017269901,"Influence of temperature and pH on the production of biosurfactant, bacteriocin and lactic acid by Lactococcus lactis CECT-4434 Influencia de la temperatura y pH en la producción de biosurfactantes, bacteriocinas y ácido láctico por Lactococcus lactis CECT-4434",2017-10-02,34
2-s2.0-85140218831,An experience in determining a cost versus quality of service characteristic in order to define optimal investment level,2017-10-01,0
2-s2.0-85140022945,Market model for the development of recharging infrastructure in Brazil,2017-10-01,0
2-s2.0-85140013177,Dashboard and smartphone application to support operation and planning of electric distribution systems,2017-10-01,0
2-s2.0-85140010535,Fault sensors,2017-10-01,0
2-s2.0-85139987331,Risk assessment of electricity distribution companies in the Brazilian energy market framework,2017-10-01,0
2-s2.0-85139966548,AIR - intelligent grid automation,2017-10-01,0
2-s2.0-85139922755,Service prioritisation and crew dispatch in an electricity utility,2017-10-01,0
2-s2.0-85139909120,Fast alarm processing without connectivity information,2017-10-01,0
2-s2.0-85138754681,Methodology to allocate automatic reclosers in large power distribution networks,2017-10-01,1
2-s2.0-85138748379,Impacts of the change in regulation in Brazil: penalty simulation for violation of collective interruption indicators versus compensation for consumers,2017-10-01,3
2-s2.0-85138748031,Identification and evaluation of energy theft using the state estimator in medium-voltage and low-voltage grids with exogenous parameters for planning expansion,2017-10-01,1
2-s2.0-85138747926,Organisational memory aided planning: an integrated planning tool using concepts of knowledge management and multiobjective optimisation,2017-10-01,2
2-s2.0-85138744369,Decentralisation of power flow solution for facilitating active network management,2017-10-01,6
2-s2.0-85138738744,Smart voltage regulator to active voltage level management of distribution networks,2017-10-01,1
2-s2.0-85138736810,Fraud detection in low-voltage electricity consumers using socio-economic indicators and billing profile in smart grids,2017-10-01,15
2-s2.0-85138729570,Regulation for the Brazilian cooperatives (application of soft-regulation),2017-10-01,1
2-s2.0-85138729353,Power quality analysis and thermal properties of the system associated with the change of fluorescent lamps for light emitting diode lamps,2017-10-01,10
2-s2.0-85138727905,Resonant grounding applied in Brazil,2017-10-01,7
2-s2.0-85138721540,Hybrid model approach for forecasting electricity demand,2017-10-01,3
2-s2.0-85138720730,Analysis of magnetic coupling lines with shared structure using technique of finite elements,2017-10-01,1
2-s2.0-85138719307,Data mining on technical and customer service data of a Brazilian DISCO to increase customer satisfaction,2017-10-01,1
2-s2.0-85138715430,DG impact evaluation on LV distribution grids using AMI data: a Brazilian case study,2017-10-01,3
2-s2.0-85138712159,Assessment of the electromagnetic coupling between lines of different voltages sharing the same structures,2017-10-01,8
2-s2.0-85138712081,Analysis of the recognition and localisation techniques of power transmission lines components in aerial images acquired by drones,2017-10-01,9
2-s2.0-85138709448,Autonomous inspection in transmission and distribution power lines – methodology for image acquisition by means of unmanned aircraft system and its treatment and storage,2017-10-01,8
2-s2.0-85138706422,Information and communication architecture for transmission power line inspections using unmanned aircraft system,2017-10-01,2
2-s2.0-85138699085,Technical and financial assessments for comparison of measurement technologies in the Smart City Buzios Project,2017-10-01,2
2-s2.0-85138698763,Harmonic analysis of lighting technology application - case study in distribution network: smart city Buzios,2017-10-01,4
2-s2.0-85138693706,Restoration of overhead distribution networks by means of temporary fault indicators application,2017-10-01,1
2-s2.0-85138678766,Teardown of a compact distribution transformer after 12 years of severe loading conditions,2017-10-01,4
2-s2.0-85120131466,Evaluating and improving semistructured merge,2017-10-01,50
2-s2.0-85120102475,Static placement of computation on heterogeneous devices,2017-10-01,12
2-s2.0-85060168672,Design and adaptive depth control of a micro diving agent,2017-10-01,19
2-s2.0-85057478360,Reprint of: The adoption of strategies for sustainable cities: a comparative study between Newcastle and Florianópolis focused on urban mobility,2017-10-01,8
2-s2.0-85048313095,Improved limit on the branching fraction of the rare decay K0 s→μ+ μ-,2017-10-01,23
2-s2.0-85044612594,Low cost methodology for images recording of arc welding Metodologia de baixo custo para registro de imagens do arco voltaico de soldagem,2017-10-01,2
2-s2.0-85044603677,Weldability evaluation of sincron EN 10025-4 S355M steel applied in wind tower manufacturing welding with high efficiency process Avaliação da soldabilidade do aço sincron en 10025-4 S355M aplicado na fabricação de torres eólicas com processo de soldagem de alta deposição,2017-10-01,3
2-s2.0-85044600478,Effect of normalizing and solution heat treatments in the microstructure of a dissimilar joint welded between an API 5L X-52 steel pipe and inconel 625 Efeito dos tratamentos térmicos de normalização e de solubilização na microestrutura de uma junta dissimilar soldada entre um tubo de aço API 5L X-52 e o inconel 625,2017-10-01,2
2-s2.0-85044598283,Introduction to the origins of unproductivity in Brazil Introdução às origens da improdutividade no Brasil,2017-10-01,1
2-s2.0-85044597813,Effects of impact loading on steel welded profiles Efeitos do carregamento de impacto em perfis soldados de aço,2017-10-01,3
2-s2.0-85044596099,Validation of a newly developed robotic system for friction stir welding process by joining and characterizing joints of aluminum alloy 5052 H34 Validação de um sistema robotizado recém desenvolvido para a soldagem pelo processo friction stir welding por meio da união e caracterização de juntas da liga de alumínio 5052 H34,2017-10-01,2
2-s2.0-85044590764,Sizing of a robot system for joining by friction stir welding process Dimensionamento de um sistema robotizado para a soldagem pelo processo friction stir welding,2017-10-01,4
2-s2.0-85044582938,Editorial,2017-10-01,0
2-s2.0-85044576232,Evaluation of the effect of the water in the contact tip on arc stability and weld bead geometry in underwater wet FCAW,2017-10-01,7
2-s2.0-85044574371,Influence of polarity on the stability of underwater wet welding process with coated electrode Influência da polaridade sobre a estabilidade do processo de soldagem subaquática molhada com eletrodo revestido,2017-10-01,10
2-s2.0-85044572841,A comparative analysis of different versions of the MIG/MAG process modern variants for the root pass in orbital welding Uma análise comparativa entre diferentes versões de variantes modernas do processo MIG/MAG para o passe de raiz em soldagem orbital,2017-10-01,11
2-s2.0-85044570520,Cellulosic flux cored wires: The influence of polymer addition on process stability and properties of weld metal produced Arames tubulares celulósicos: Influência da adição de polímeros sobre a estabilidade do processo e propriedades do metal de solda produzido,2017-10-01,0
2-s2.0-85044568746,Additive manufacturing of H11 with wire-based laser metal deposition Manufatura aditiva do aço ferramenta H11 por deposição metálica de arame a laser,2017-10-01,33
2-s2.0-85044388594,Location of faults in power transmission lines using the ARIMA method,2017-10-01,22
2-s2.0-85044378984,Using modularity to reduce complexity of industrialized building systems for mass customization,2017-10-01,44
2-s2.0-85044304242,Web environment for programming and control of a mobile robot in a remote laboratory,2017-10-01,25
2-s2.0-85042540973,Integrating Technical and Social Competencies of Construction Managers,2017-10-01,5
2-s2.0-85042481163,Comparing the Response of Masonry Built Residences to Blast-Induced Ground Vibrations,2017-10-01,1
2-s2.0-85042123716,Analysis of Human Tooth Pulp Chamber Temperature after 670 nm Laser Irradiation: In Vitro Study,2017-10-01,6
2-s2.0-85042123250,Achilles Tendon Penetration for Continuous 810 nm and Superpulsed 904 nm Lasers before and after Ice Application: An in Situ Study on Healthy Young Adults,2017-10-01,9
2-s2.0-85042111142,"Bond Strength of Abraded and Non-Abraded Bleached Enamel to Resin after Er,Cr:YSGG Laser Irradiation",2017-10-01,8
2-s2.0-85042091577,Light-Emitting Diode at 460 ± 20 nm Increases the Production of IL-12 and IL-6 in Murine Dendritic Cells,2017-10-01,4
2-s2.0-85040254795,"Effect of resistant starch and β-Glucan combination on oxidative stability, frying performance, microbial count and shelf life of prebiotic sausage during refrigerated storage",2017-10-01,13
2-s2.0-85040253782,Antioxidant potential and modulatory effects of restructured lipids from the Amazonian palms on Liver cells,2017-10-01,10
2-s2.0-85039927628,Penetration Time Profiles for Two Class 3B Lasers in In Situ Human Achilles at Rest and Stretched,2017-10-01,13
2-s2.0-85038838474,Calibration of free-space radiometric partial discharge measurements,2017-10-01,26
2-s2.0-85038448021,Resource dependence and transaction costs: Towards a convergent model,2017-10-01,3
2-s2.0-85038446547,A comparative analysis of the competences required in contemporary professional practice of engineers and those in the national curriculum guidelines for engineering courses,2017-10-01,8
2-s2.0-85038444331,Commercialization channels of organic products in Brazil: Analysis at the first level of the production chain,2017-10-01,6
2-s2.0-85038443822,Optimization approaches to a routing and scheduling problem of oil tankers,2017-10-01,2
2-s2.0-85038436479,Factors that make up safety culture: A look at mining industry,2017-10-01,5
2-s2.0-85038435196,FAPESP's innovative small business program (PIPE) as development inducer of technology-based enterprises,2017-10-01,3
2-s2.0-85038431527,Increasing students' skills in Operations managemen classes: Cumbuca Method as teaching-learning strategy,2017-10-01,2
2-s2.0-85038431118,Application of the hypercube model with queue priorities and more than one preferential server: A case study on a SAMU,2017-10-01,4
2-s2.0-85038423944,The use of andragogy in civil construction capacity building courses,2017-10-01,3
2-s2.0-85038421269,Open innovation in the research and development process: An analysis of the cooperation between automotive companies and universities,2017-10-01,11
2-s2.0-85038419341,An instrument for the assessment of management systems integration,2017-10-01,11
2-s2.0-85038417857,Relationships between the internationalization and operations strategies decisions of multinational companies in the soybean chain,2017-10-01,0
2-s2.0-85038417449,Analysis of economic and financial viability and risk evaluation of a wind project with monte carlo simulation,2017-10-01,4
2-s2.0-85038412246,"Corporate crime and the discourse of social responsibility: Inconsistencies, contradictions and indifference in the corporation dialogue with stakeholders",2017-10-01,2
2-s2.0-85038412072,Safety programs for the feed industry: Characterization and perceived benefits of the implementation,2017-10-01,1
2-s2.0-85037057914,Fertilizer effect of UASB (55°C) effluent with limestone as fixed bed treating vinasse on development of Brachiaria brizantha cv. Xaraés,2017-10-01,5
2-s2.0-85037054862,"A constructed wetland system for residential greywater reuse: Economic feasibility of, and willingness to pay for",2017-10-01,10
2-s2.0-85037047042,Kinetic study and modelling of cephalexin removal from aqueous solution by advanced oxidation processes through artificial neural networks,2017-10-01,10
2-s2.0-85037041153,A modified constructed wetland system for greywater treatment,2017-10-01,12
2-s2.0-85037040635,Technological improvements in compact UASB/SBTF systems for decentralized sewage treatment in developing countries,2017-10-01,7
2-s2.0-85037033970,Reuse-oriented decentralized wastewater and sewage sludge treatment for rural settlements in brazil: A cost–benefit analysis,2017-10-01,7
2-s2.0-85037031665,Performances of two pilot decentralized wastewater treatment plants used to treat low-strength wastewater,2017-10-01,2
2-s2.0-85036580487,Investigation of convective transport in the gas diffusion layer used in polymer electrolyte fuel cells,2017-10-01,3
2-s2.0-85036477140,Combining Software-Defined and Delay-Tolerant Approaches in Last-Mile Tactical Edge Networking,2017-10-01,48
2-s2.0-85035786019,Beamforming in Traffic-Aware Two-Way Relay Systems with Channel Estimation Error and Feedback Delay,2017-10-01,14
2-s2.0-85034822968,"Mechanical, dynamic mechanical and morphological properties of composites based on recycled polystyrene filled with wood flour wastes",2017-10-01,19
2-s2.0-85034812070,Extensive Numerical Study and Circuitry Implementation of the Watt Governor Model,2017-10-01,21
2-s2.0-85034810311,The effect of titanium dioxide nanoparticles obtained by microwave-assisted hydrothermal method on the color and decay resistance of pinewood,2017-10-01,12
2-s2.0-85034249087,Channel Hopping Protocols for Dynamic Spectrum Management in 5G Technology,2017-10-01,28
2-s2.0-85034076493,The motion of a vortex on a closed surface of constant negative curvature,2017-10-01,5
2-s2.0-85033676955,Characterization of Inconel 718 pulsed TIG repair weld used in an aircraft motor component Charakterisierung einer WIG-Impulsreparaturschweißung an Inconel 718 in einer Flugzeugtriebwerkskomponente,2017-10-01,0
2-s2.0-85033479232,Six Sigma methodology advantages for small- and medium-sized enterprises: A case study in the plumbing industry in the United States,2017-10-01,25
2-s2.0-85033442236,FE analysis of RC pipes under three-edge-bearing test: Pocket and diameter influence,2017-10-01,5
2-s2.0-85033355155,Mode identification of low-frequency oscillations in power systems based on fourth-order mixed mean cumulant and improved TLS-ESPRIT algorithm,2017-10-01,33
2-s2.0-85032871606,Assessing the technical potential of energy recovery from eucalyptus waste: Case of the Campinas Administrative Region (RAC) Avaliando o potencial técnico da recuperação de energia de resíduos de eucalipto: Caso da região administrativa de Campinas (RAC),2017-10-01,0
2-s2.0-85032867517,Numerical and experimental integration in analysis of a superplastic forming Numerische und experimentelle Integration in der Analyse der superplastischen Umformung,2017-10-01,0
2-s2.0-85032866757,Mechanical behavior of a Ti-6Al-4 V titanium alloy with microstructural evolution modeling under hot and superplastic conditions Mechanisches Verhalten einer Ti-6Al-4 V-Titanlegierung mit mikrostruktureller Evolutionsmodellierung unter warmen und superplastischen Bedingungen,2017-10-01,2
2-s2.0-85032865121,Case study: Investigation of the causes of sand agglomeration in the fluidized bed boiler Estudo de caso: Investigação das causas de formação de aglomerados de areia em caldeira de leito fluidizado borbulhante,2017-10-01,0
2-s2.0-85032864226,"Evolution of jobs in the pulp, paper and board industry Evolução dos empregos na indústria de celulose, papel e papelão",2017-10-01,0
2-s2.0-85032863872,Zé Pacel has its eye on quality control... Question asked by the reader: What quality control should be done on a self-adhesive label? Zé pacel está de olho no controle da qualidade...,2017-10-01,0
2-s2.0-85032859895,Pressure and temperature control system and module with digital image correlation for strain monitoring Entwicklung einer Presse für superplastisches Umformen mit in-situ und Echtzeit-Druck- und Temperatur-Regelsystem und Modul mit digitaler Bildkorrelation für die Überwachung der Dehnung,2017-10-01,0
2-s2.0-85032828784,Structural and ferroelectric properties of Sr1−xBaxBi2Nb2O9 thin films obtained by dip-coating,2017-10-01,1
2-s2.0-85032667090,Search for new phenomena with the MT 2 variable in the all-hadronic final state produced in proton–proton collisions at √s=13TeV,2017-10-01,117
2-s2.0-85032647890,Systematic Review on Cognitive Engineering Applied to Critical Systems for Proposition of Evaluation Heuristics for Virtual Reality,2017-10-01,2
2-s2.0-85032647024,A Power Control and Anticolision Mechanism for RFID Systems,2017-10-01,3
